year notice was documented,notice_date,company,business_type,dislocation,classification
2016,6/14/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,6/14/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,6/13/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,6/6/2016,TANF Support Operations,"Apparel Design, Manufacturing and Retail",Economic,Plant Layoff
2016,6/14/2016,TANF Support Operations,Carpet  & home furnishings,Economic,Plant Closing
2016,5/18/2015,TANF Support Operations,Forgings and Galvanizing,Economic,Plant Closing
2016,6/13/2016,TANF Support Operations,Restaurant,Economic,Plant Closing
2016,3/25/2016,TANF Support Operations,Wellness Center,Operations,Plant Closing
2016,6/3/2016,TANF Support Operations,College,Economic,Plant Closing
2016,6/10/2016,TANF Support Operations,Aircraft maintenance,Economic,Plant Layoff
2016,2/22/2016,TANF Support Operations,Skilled nursing home care facility,Acquisition/Sale,Plant Closing
2016,6/6/2016,TANF Support Operations,"Apparel Design, Manufacturing and Retail",Economic,Plant Layoff
2016,6/7/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,6/6/2016,TANF Support Operations,Automotive Parts,Economic,Plant Closing
2016,6/3/2016,TANF Support Operations,College,Economic,Plant Closing
2016,6/1/2016,TANF Support Operations,Transportation,Contract Loss/End,Plant Layoff
2016,6/6/2016,TANF Support Operations,Automotive Parts,Economic,Plant Closing
2016,3/30/2016,TANF Support Operations,Health Center,Operations,Plant Closing
2016,5/26/2016,TANF Support Operations,Senior Community Service Employment Program (SCSEP),Economic,Plant Closing
2016,2/22/2016,TANF Support Operations,Skilled nursing home care facility,Acquisition/Sale,Plant Closing
2016,6/1/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,6/2/2016,TANF Support Operations,Telecommunications provider,Merger,Plant Layoff
2016,5/31/2016,TANF Support Operations,Hotel,End of Lease,Plant Closing
2016,6/1/2016,TANF Support Operations,Supply and Distribution Center,Economic,Plant Closing
2016,4/24/2016,TANF Support Operations,Transportation,Economic,Plant Closing
2016,5/27/2016,TANF Support Operations,Custodial Services,Contract Loss/End,Plant Closing
2016,1/4/2016,TANF Support Operations,Clinic,Relocation,Plant Closing
2016,5/27/2016,TANF Support Operations,Social Services Organization -  Outreach & Integration Program,Economic,Plant Closing
2016,5/11/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,5/18/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,5/19/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,5/20/2016,TANF Support Operations,Drink  mix manufacturer,Economic,Plant Closing
2016,5/24/2016,TANF Support Operations,Insurance,Economic,Plant Layoff
2016,5/17/2016,TANF Support Operations,Air transportation,Economic,Plant Closing
2016,5/13/2016,TANF Support Operations,Entertainment -  produces electronic music concerts,Acquisition/Sale,Plant Layoff
2016,4/12/2016,TANF Support Operations,Entertainment,Acquisition/Sale,Plant Layoff
2016,5/16/2016,TANF Support Operations,Apparel Design,Economic,Plant Closing
2016,5/2/2016,TANF Support Operations,Retail and Automotive Stores,Economic,Plant Closing
2016,5/9/2016,TANF Support Operations,Manufacture 3D Printers Number,Economic,Plant Layoff
2016,5/13/2016,TANF Support Operations,Book Store,End of Lease,Plant Closing
2016,4/12/2016,TANF Support Operations,Telecommunications company,Economic,Plant Closing
2016,5/5/2016,TANF Support Operations,Specialty Trade Contractors,Economic,Plant Closing
2016,5/3/2016,TANF Support Operations,Life Insurance,Operations,Plant Layoff
2016,4/29/2016,TANF Support Operations,Engineering Solution and Assemblies,Relocation,Plant Closing
2016,4/21/2016,TANF Support Operations,Retail and Automotive center,Economic,Plant Closing
2016,2/12/2016,TANF Support Operations,Packaging,Acquisition/Sale,Plant Closing
2016,4/28/2016,TANF Support Operations,Publishers,Economic,Plant Closing
2016,4/29/2016,TANF Support Operations,Food Services,Contract Loss/End,Plant Closing
2016,4/21/2016,TANF Support Operations,Retail,Economic,Plant Closing
2016,4/28/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,4/26/2016,TANF Support Operations,Food Services,Contract Loss/End,Plant Closing
2016,1/13/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,1/29/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,4/19/2016,TANF Support Operations,Healthcare  Services,Economic,Plant Closing
2016,4/21/2016,TANF Support Operations,Retail,Economic,Plant Closing
2016,4/22/2016,TANF Support Operations,Financial Services,Economic,Plant Layoff
2016,4/25/2016,TANF Support Operations,Dining Services,Contract Loss/End,Plant Closing
2016,4/18/2016,TANF Support Operations,Department Stores,Economic,Plant Closing
2016,4/20/2016,TANF Support Operations,Surgical & Medical Instrument Manufacturing,Transfer,Closing
2016,4/21/2016,TANF Support Operations,Catalog and Mail Order House,Economic,Plant Layoff
2016,4/19/2016,TANF Support Operations,Investment banking,Economic,Plant Layoff
2016,4/19/2016,TANF Support Operations,Healthcare  Services,Economic,Plant Closing
2016,4/20/2016,TANF Support Operations,Financial Institution,Economic,Plant Layoff
2016,4/18/2016,TANF Support Operations,Restaurant,Economic,Plant Closing
2016,4/14/2016,TANF Support Operations,Investment Services,Economic,Plant Layoff
2016,4/13/2016,TANF Support Operations,Restaurant,Economic,Plant Closing
2016,4/15/2016,TANF Support Operations,Senior Residences,Restructuring,Plant Closing
2016,4/13/2016,TANF Support Operations,Rehabilitation Center,Acquisition/Sale,Plant Closing
2016,4/8/2016,TANF Support Operations,Educational Facility,Economic,Plant Closing
2016,4/12/2016,TANF Support Operations,Entertainment,Acquisition/Sale,Plant Closing
2016,4/12/2016,TANF Support Operations,Telecommunications company,Economic,Plant Closing
2016,4/6/2016,TANF Support Operations,Physicians office,Economic,Plant Closing
2016,3/21/2016,TANF Support Operations,Insurance,Economic,Plant Layoff
2016,4/5/2016,TANF Support Operations,Photographic equipment and Supplies,Economic,Plant Layoff
2016,4/7/2016,TANF Support Operations,Pharmaceutical Products,Restructuring,Plant Layoff
2016,4/7/2016,TANF Support Operations,Pharmaceutical Products,Restructuring,Plant Layoff
2016,3/29/2016,TANF Support Operations,Solar Energy Equipment Supplier,Economic,Plant Closing
2016,3/3/2016,TANF Support Operations,Solar Energy Equipment Supplier,Economic,Plant Closing
2016,4/23/2015,TANF Support Operations,Developing and Manufacturing - Clean Energy Systems,Economic,Plant Layoff
2016,3/31/2016,TANF Support Operations,Restaurant,End of Lease,Plant Closing
2016,4/1/2016,TANF Support Operations,Packaging Solutions,Economic,Plant Closing
2016,3/30/2016,TANF Support Operations,Social Services Organization,Economic,Plant Closing
2016,3/4/2016,TANF Support Operations,Nursing Home,Acquisition/Sale,Plant Closing
2016,3/4/2016,TANF Support Operations,Nursing Home,Acquisition/Sale,Plant Closing
2016,10/29/2015,TANF Support Operations,Metal Products Manufacturing,Relocation,Plant Closing
2016,3/25/2016,TANF Support Operations,Transportation service,Economic,Plant Closing
2016,3/30/2016,TANF Support Operations,Health Center,Operations,Plant Closing
2016,3/25/2016,TANF Support Operations,Wellness Center,Operations,Plant Closing
2016,3/29/2016,TANF Support Operations,BTO/CTO Unit,Operations,Plant Unit Closing
2016,3/25/2016,TANF Support Operations,Transportation  service,Economic,Plant Closing
2016,1/4/2016,TANF Support Operations,Clinic,Relocation,Plant Closing
2016,3/21/2016,TANF Support Operations,Insurance,Economic,Plant Layoff
2016,3/18/2016,TANF Support Operations,Linen Rentals,Economic,Plant Closing
2016,2/9/2016,TANF Support Operations,Financial Services,Economic,Plant Layoff
2016,3/21/2016,TANF Support Operations,Insurance,Economic,Plant Layoff
2016,3/16/2016,TANF Support Operations,Photographic equipment and Supplies,Economic,Plant Layoff
2016,3/16/2016,TANF Support Operations,Carwash,End of Lease,Plant Closing
2016,3/8/2016,TANF Support Operations,Bakery,Construction,Temporary Plant Layoff
2016,3/14/2016,TANF Support Operations,Civic and Social Center,Economic,Plant Closing
2016,3/7/2016,TANF Support Operations,Data processing services,Economic,Plant Closing
2016,2/22/2016,TANF Support Operations,Skilled nursing home care facility,Acquisition/Sale,Plant Closing
2016,3/14/2016,TANF Support Operations,Food Services,Contract Loss/End,Plant Closing
2016,3/10/2016,TANF Support Operations,Financial Institution,Economic,Plant Layoff
2016,3/4/2016,TANF Support Operations,Food Concession,Contract Loss/End,Plant Closing
2016,2/22/2016,TANF Support Operations,Newspaper Publishers and Printing Manufacturers,Restructuring,Plant Layoff
2016,3/3/2016,TANF Support Operations,Solar Energy Equipment Supplier,Economic,Plant Closing
2016,2/24/2016,TANF Support Operations,Supply staff,Contract Loss/End,Plant Closing
2016,12/11/2015,TANF Support Operations,Financial Services - Customer Contact Center,Restructuring,Plant Layoff
2016,8/31/2015,TANF Support Operations,Dining and Housekeeping Services,Contract Loss/End,Plant Closing
2016,2/24/2016,TANF Support Operations,Medicare and Medicaid Services Contractor,Other,Plant Closing
2016,3/1/2016,TANF Support Operations,Hotel Management,Other,Plant Closing
2016,2/25/2016,TANF Support Operations,Marketing Media Publishers,Economic,Plant Layoff
2016,10/26/2015,TANF Support Operations,Energy Management,Relocation,Plant Closing
2016,2/22/2016,TANF Support Operations,Skilled nursing home care facility,Acquisition/Sale,Plant Closing
2016,1/27/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,2/12/2016,TANF Support Operations,Packaging,Acquisition/Sale,Plant Closing
2016,2/17/2016,TANF Support Operations,Document outsourcing,Contract Loss/End,Plant Closing
2016,2/17/2016,TANF Support Operations,Financial Institution,Merger,Plant Layoff
2016,2/17/2016,TANF Support Operations,Financial Institution,Economic,Plant Layoff
2016,2/9/2016,TANF Support Operations,Financial Services,Economic,Plant Layoff
2016,2/11/2016,TANF Support Operations,Third party warehousing and logistics company,Economic,Plant Closing
2016,2/9/2016,TANF Support Operations,Core Receiving and Distribution Plant,Economic,Plant Closing
2016,8/31/2015,TANF Support Operations,Dining and Housekeeping Services,Contract Loss/End,Plant Closing
2016,2/5/2016,TANF Support Operations,Transportation,Contract Loss/End,Plant Closing
2016,1/13/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,4/29/2015,TANF Support Operations,Importers & Manufacturers of Specialty Foods,Relocation,Plant Closing
2016,1/29/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,1/29/2016,TANF Support Operations,Supermarket,Economic,Plant Closing
2016,1/28/2016,TANF Support Operations,Photographic equipment and Supplies,Economic,Plant Layoff
2016,2/2/2016,TANF Support Operations,Full service supplier of food packaging,Acquisition/Sale,Plant Closing
2016,2/3/2016,TANF Support Operations,Fiber Optics Communication Equipment,Economic,Plant Closing
2016,5/18/2015,TANF Support Operations,Forgings and Galvanizing,Economic,Plant Closing
2016,1/29/2016,TANF Support Operations,Employment Placement Agency,Contract Loss/End,Plant Closing
2016,1/29/2016,TANF Support Operations,Supermarket,Economic,Plant Closing
2016,1/27/2016,TANF Support Operations,Life Insurance,Relocation,Plant Layoff
2016,1/26/2016,TANF Support Operations,Photographic equipment and Supplies,Economic,Plant Layoff
2016,1/29/2016,TANF Support Operations,Investment Brokerage/Dealer,Economic,Plant Closing
2016,1/28/2016,TANF Support Operations,Financial Institution,Economic,Plant Layoff
2016,1/27/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,1/27/2016,TANF Support Operations,Wine and alcohol distributors,Economic,Plant Closing
2016,1/27/2016,TANF Support Operations,Billing Center,Economic,Plant Closing
2016,1/19/2016,TANF Support Operations,Photographic equipment and Supplies,Economic,Plant Layoff
2016,1/19/2016,TANF Support Operations,Photographic equipment and Supplies,Economic,Plant Layoff
2016,1/21/2016,TANF Support Operations,Photographic equipment and Supplies,Economic,Plant Layoff
2016,1/22/2016,TANF Support Operations,Food Service,Contract Loss/End,Plant Closing
2016,1/20/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,1/25/2016,TANF Support Operations,Vehicle painting and maintenance,Economic,Plant Layoff
2016,1/22/2016,TANF Support Operations,Engineering and manufacturing,Economic,Plant Closing
2016,1/19/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,1/21/2016,TANF Support Operations,Home energy solutions,Economic,Plant Closing
2016,10/26/2015,TANF Support Operations,Energy Management,Relocation,Plant Closing
2016,1/13/2016,TANF Support Operations,Cable News Network,Economic,Plant Closing
2016,1/15/2016,TANF Support Operations,Advertising for Apple,Economic,Plant Layoff
2016,1/14/2016,TANF Support Operations,Air conditioning manufacturing,Economic,Plant Closing
2016,1/14/2016,TANF Support Operations,Food Production and Packing,Economic,Plant Closing
2016,1/14/2016,TANF Support Operations,Warehouse Distribution Center,Economic,Plant Closing
2016,1/15/2016,TANF Support Operations,Manufacturing of bus line,Economic,Plant Closing
2016,1/5/2016,TANF Support Operations,Brand Licensing,Economic,Plant Closing
2016,12/8/2015,TANF Support Operations,Financial services,Economic,Plant Layoff
2016,1/12/2016,TANF Support Operations,Project and Construction Management,Contract Loss/End,Plant Closing
2016,1/5/2016,TANF Support Operations,Photographic equipment and supplies,Economic,Plant Layoff
2016,1/8/2016,TANF Support Operations,Retail Store,Economic,Plant Layoff
2016,12/3/2015,TANF Support Operations,Investment Brokerage/Dealer,Economic,Plant Closing
2016,1/6/2016,TANF Support Operations,Retail Store,Economic,Plant Closing
2016,1/4/2016,TANF Support Operations,Clinic,Relocation,Plant Closing
2016,1/6/2016,TANF Support Operations,Retail Store,Economic,Plant Closing
2016,1/6/2016,TANF Support Operations,Retail Store,Economic,Plant Closing
2016,1/6/2016,TANF Support Operations,Retail Store,Economic,Plant Closing
2016,12/23/2015,TANF Support Operations,Air conditioning manufacturing,Economic,Plant Closing
2016,1/4/2016,TANF Support Operations,Family health care services,Economic,Plant Closing
