year notice was documented,notice_date,company,business_type,dislocation,classification
2018,5/3/2018,Sears Full Line Store (Unit  #01514),Retail store,Economic,Plant Closing
2018,5/2/2018,Sterling National Bank,Financial Institution,Acquisition/Sale,Plant Layoff
2018,8/21/2017,B&H Foto and Electronics  Corp. (Navy Yard Facility),Photo and electronics,Relocation,Plant Closing
2018,4/30/2018,Trans-Packers Services Corp.,A food packing company,Relocation,Plant Closing
2018,5/1/2018,"Triangle Aviation Services, Inc.",Perform ramp and cabin cleaning services,Contract Loss/End,Plant Closing
2018,4/26/2018,Airline Service Professionals  LLC,Ground handling airline services,Restructuring,Plant Closing
2018,4/30/2018,"Nypro Inc., a Jabil Inc. Company",Global manufacturing services company.,Restructuring,Plant Closing
2018,5/1/2018,Aptos Inc.,Software developers,Economic,Plant Closing
2018,5/1/2018,"Harbor Footwear Group, Ltd.","Footwear Merchant, Whole r",Economic,Plant Closing
2018,5/2/2018,VNS CHOICE dba VNSNY CHOICE,"Insures care for the poor, the chronically ill and the elderly",Economic,Layoff
2018,4/25/2018,Umami Burger at the Hudson Hotel,Food services,Economic,Plant Closing
2018,4/27/2018,"Conduent Education Services, LLC",Educational Services,Restructuring,Plant Closing
2018,4/27/2018,"Citizen Watch Company of America, Inc.","Credit/Accounts Receivable, Customer Relations, and Finance Operating Units",Economic,Plant Unit Closings
2018,4/24/2018,Eastman Kodak Company (Eastman Business Park),Photographic equipment and Supplies,Economic,Plant Layoff
2018,4/20/2018,Easter Seals New York,Helps people with disabilities with therapy,Economic,Plant Closing
2018,4/6/2018,1 BB Food and Drink Corp.,Provide food services,Contract Loss/End,Plant Closing
2018,4/23/2018,"Association for Neurologically Impaired Brain Injured Children, Inc. (ANIBIC)",Provide Medicaid Service Coordination (MCS) to individuals with disabilities,Restructuring,Plant Layoff
2018,4/17/2018,Synaptics Incorporated,Developer of human interface hardware and software.,Economic,Plant Closing
2018,3/30/2018,The Mandell School,Pre-School,Economic,Plant Closing
2018,4/24/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic,Plant Closing
2018,4/23/2018,Sterling National Bank – Port Washington Financial Center,Financial Institution,Acquisition/Sale,Plant Closing
2018,4/9/2018,Barclays Services Corp.,Banking,Relocation,Plant Layoff
2018,3/29/2018,New Hope Academy Charter School,School,Economic,Plant Closing
2018,4/17/2018,Phoenix House Foundation,Addiction treatment center,Economic,Plant Layoff
2018,4/17/2018,"Medical Transportation Management, Inc. (Call Center)",Call Center arranging transportation services under contracts with various health care providers and health insurance companies.,Economic,Plant Closing
2018,4/12/2018,Sears Full Line Strore (Unit #01524),Retail Store,Economic,Plant Closing
2018,4/16/2018,Sterling National Bank - Penn Plaza Financial Center,Financial Institution,Acquisition/Sale,Plant Closing
2018,4/16/2018,Express Mart Franchising Corporation (Office),Convenience Store,Acquisition/Sale,Plant Closing
2018,4/5/2018,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic,Plant Layoff
2018,4/6/2018,"MZL Home Care Agency, LLC",Home care field operations,Acquisition/Sale,Plant Closing
2018,12/6/2017,Sanmina Corporation,Manufacturer of printed circuit boards,Economic,Plant Closing
2018,4/3/2018,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic,Plant Layoff
2018,4/4/2018,"Aspire of WNY, Inc.",Provides services to developmentally disabled individuals of all ages.,Restructuring,Plant Layoff
2018,4/16/2018,The Neiman Marcus Group LLC Last Call,Clothing and accessories retail store,Economic,Plant Closing
2018,4/13/2018,CookiesKids.com Inc. (Distribution Facility),Children's Clothing and accessories,Economic,Plant Closing
2018,4/12/2018,Heidenhain Corporation,Manufacturing (Optics and Electronics Precision Graduations),Operations,Plant Closing
2018,4/9/2018,Barclays Services Corp.,Banking,Relocation,Plant Layoff
2018,4/9/2018,Newsday LLC,Newspaper print and distribution,Economic,Plant Unit Closing
2018,4/6/2018,1 BB Food and Drink Corp.,Provide food services,Contract Loss/End,Plant Closing
2018,4/9/2018,"Mattel, Inc.",Toy manufacturing company,Economic,Plant Closing
2018,4/6/2018,"Nine West Holdings, Inc.",Whole  footwear and handbag assets,Economic,Plant Closing
2018,4/4/2018,Prompt Direct Inc.,Marketing agency,Economic,Plant Closing
2018,3/30/2018,Community Services for the Developmentally Disabled,Providing services to those Developmental Disabilities.,Restructuring,Plant Layoff
2018,4/6/2018,"Golden Touch Transportation of NY, Inc.",Transportation services,Contract Loss/End,Plant Layoff
2018,4/9/2018,Sterling National Bank - Lefrak City Financial Center,Financial Institution,Acquisition/Sale,Plant Layoff
2018,3/30/2018,"Baumann & Sons Buses, Inc., ACME Bus Corp., and Brookset Bus Corp.",Bus services,Contract Loss/End,Plant Layoff
2018,4/9/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic,Plant Closing
2018,1/17/2018,Barrier Free Living,Transitional Housing program,Construction,Plant Closing
2018,3/28/2018,"Catholic Charities Neighborhood Services, Inc. (NY Rising Community Center)",DYCD NDA Housing Services Queens,Economic,Plant Closing
2018,4/3/2018,"First Student, Inc.",School bus transportation services.,Contract Loss/End,Plant Closing
2018,3/30/2018,Invictus Preparatory Charter School,School,Economic,Plant Closing
2018,3/27/2018,Williamsburg Northside Infant & Toddler Center,Daycare facility,Economic,Plant Closing
2018,3/29/2018,People Inc.,"Providing services to those with special needs, their families, and seniors.",Restructuring,Plant Layoff
2018,3/29/2018,People Inc.,"Providing services to those with special needs, their families, and seniors.",Restructuring,Plant Layoff
2018,3/29/2018,People Inc.,"Providing services to those with special needs, their families, and seniors.",Restructuring,Plant Layoff
2018,3/29/2018,People Inc.,"Providing services to those with special needs, their families, and seniors.",Restructuring,Plant Layoff
2018,3/29/2018,People Inc.,"Providing services to those with special needs, their families, and seniors.",Restructuring,Plant Layoff
2018,3/28/2018,"Catholic Charities Neighborhood Services, Inc. (DYCD NDA Housing Services Brooklyn)",DYCD NDA Housing Services,Economic,Plant Closing
2018,3/30/2018,"CAMBA, Inc.",Learning to Work programs.,Contract Loss/End,Possible Plant Unit Closing
2018,3/30/2018,"Conduent Education Services, LLC",Education Services,Restructuring,Plant Closing
2018,3/30/2018,"Baumann & Sons Buses, Inc., ACME Bus Corp., and Brookset Bus Corp. (Copiague & Coram)",Bus services,Contract Loss/End,Plant Layoff
2018,3/29/2018,Warner Music Inc. (Office),Music Industry,Relocation,Plant Unit Closing
2018,3/30/2018,Xylem Inc.,Developing innovative water solutions through smart technology.,Economic,Plant Layoff
2018,3/26/2018,Catholic Guardian Services,Programs for persons with development disabilities,Restructuring,Plant Unit Closing
2018,3/29/2018,Heritage Christian Services,Provide care for people with developmental disabilities.,Restructuring,Plant Unit Closing
2018,12/15/2017,Lutheran Augustana Center for Extended Care & Rehabilitation (NYU Langone Health),Nursing Home,Economic,Plant Closing
2018,3/28/2018,"Catholic Charities Neighborhood Services, Inc.",Services for people with intellectual and/or developmental disabilites,Operations,Plant Unit Closing
2018,3/28/2018,Aptos Inc.,Software developers,Economic,Plant Closing
2018,3/26/2018,"Sodexo, Inc. at University Hospital of Brooklyn, SUNY Downstate Medical Center",Food Services Operations,Contract Loss/End,Possible Plant Closing
2018,3/28/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic,Plant Closing
2018,3/22/2018,Newsday LLC,Newspaper print and distribution,Economic,Plant Unit Closing
2018,8/21/2017,B&H Foto and Electronics  Corp. (Navy Yard Facility),Photo and electronics,Relocation,Plant Closing
2018,12/19/2017,AVX Corporation (Olean Advanced Products),Manufacturing ceramic capacitors,Economic,Plant Closing
2018,3/16/2018,Freeman Bus Corporation,Transportation Services,Contract Loss/End,Plant Closing
2018,3/15/2018,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic,Plant Closing
2018,3/15/2018,"Toys ""R"" Us, Inc.,  dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic,Plant Closing
2018,3/15/2018,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic,Plant Closing
2018,3/15/2018,,"Hobby, Toy and Game Store",Economic,Plant Closing
2018,3/12/2018,Friendly Foods LLC dba Cherche Midi,Restaurant,Economic,Plant Closing
2018,3/13/2018,Bishop McGann Mercy Diocesan High School,School,Economic,Plant Closing
2018,3/14/2018,M56 LLC dba Ma Peche,Restaurant,Economic,Plant Closing
2018,3/13/2018,Our Lady of Mercy Regional School,School,Economic,Plant Closing
2018,3/13/2018,St. Isidore School,School,Economic,Plant Closing
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic,Plant Closing
2018,3/16/2018,Gannett Publishing Services,Commercial Printing,Economic,Plant Closing
2018,3/14/2018,66 W 12th Street,Dining Services,Contract Loss/End,Plant Closing
2018,3/8/2018,ResCare (Service Provider for South Bronx Job Corps Academy),Provides services and support for Brooklyn and South Bronx Job Corps,Relocation,Plant Closing
2018,3/9/2018,Newsday LLC,Newspaper print and distribution,Economic,Plant Unit Closing
2018,3/12/2018,"Conduent Education Services, LLC",Education Services,Restructuring,Plant Closing
2018,3/8/2018,"Highgate Hotels, LLP",Hotel Services,Economic,Plant Layoff
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic,Plant Closing
2018,3/5/2018,"iStar Jewelry, LLC dba Stanley Creations",Precious metal jewelry company,Operations,Plant Closing
2018,12/6/2017,Sanmina Corporation,Manufacturer of printed circuit boards,Economic,Plant Closing
2018,3/5/2018,"Physical and Occupational  Rehabilitation Therapy and Speech Pathology Services, PLLC",Therapy and Speech Pathology Services,Contract Loss/End,Plant Closing
2018,3/2/2018,Xylem Inc.,Developing innovative water solutions through smart technology,Economic,Plant Layoff
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6411 Yonkers)",Retail,Economic,Plant Closing
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6538 New York)",Retail,Economic,Plant Closing
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Toys R Us and Babies R Us (Store #6333 Queens)",Retail,Economic,Plant Closing
2018,2/28/2018,"Carthage Specialty Paperboard, Inc.",Manufacturer of recycled paperboard,Economic,Temporary maintenance furlough/possible plant closing
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6357 Westbury)",Retail,Economic,Plant Closing
2018,9/29/2017,Lindy's Restaurant (52nd 8th Operating Inc.),Restaurant,Economic,Plant Closing
2018,2/23/2018,"Menu Solutions, Inc.",Manufacturer and supplier of Menu Covers.,Relocation,Plant Closing
2018,2/28/2018,VWR (Part of Avantor),Manufacturing and supply chain solutions for the life sciences and advanced technology industries,Economic,Plant Closing
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic,Plant Closing
2018,2/23/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic,Plant Closing
2018,2/1/2018,Fluor,Construction project management,Relocation,Plant Closing
2018,2/22/2018,Cayuga Home for Children  (d/b/a Cayuga Centers),Residential Treatment programs,Economic,Plant Closing
2018,2/23/2018,Newsday LLC,Newspaper print and distribution,Economic,Plant Unit Closing
2018,2/16/2018,"Conduent Education Services, LLC",Education Services,Restructuring,Plant Closing
2018,1/23/2018,Sterling National Bank,Financial Institution,Acquisition/Sale,Plant Layoff
2018,2/15/2018,Newsday LLC,Newspaper print and distribution,Economic,Plant Unit Closing
2018,11/22/2017,Luxfer Magtech Inc.,Global leader in self-heating technology,Economic,Plant Closing
2018,8/21/2017,B&H Foto and Electronics Corp. (Navy Yard Facility),Photo and electronics,Relocation,Plant Closing
2018,1/11/2018,"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc.","Media, information and services companies.",Relocation,Plant Closing
2018,2/8/2018,Newsday LLC,Newspaper print and distribution,Relocation,Plant Unit Closing
2018,2/1/2018,"Harden Furniture, LLC",Furniture manufacturer,Economic,Plant Closing
2018,1/23/2018,Sterling National Bank,Financial Institution,Acquisition/Sale,Plant Layoff
2018,1/11/2018,"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc.","Media, information and services companies.",Relocation,Plant Closing
2018,6/28/2017,Courtyard by Marriott  LaGuardia Hotel,Hotel,Economic,Plant Closing
2018,10/11/2017,The New York LaGuardia Airport Marriott,Hotel,Construction,Plant Closing
2018,2/6/2018,"""21"" Club",Restaurant,Weather related,Temporary Plant Closing
2018,2/6/2018,Sitel Operating Corporation,"Business process outsourcing company, provides telephone call center services",Decline in Business with Major Customer,Plant Layoff
2018,2/5/2018,Sterling National Bank (Kew Gardens),Financial Institution,Acquisition/Sale,Plant Closing
2018,2/2/2018,Plant Engineering Services,Construction project management,Contract Loss/End,Plant Closing
2018,2/2/2018,TRS Staffing Solutions,Construction project management,Contract Loss/End,Plant Closing
2018,1/31/2018,JJC Food Corp.,Grocery Stores business,Weather related,Plant Closing
2018,1/2/2018,"Homer Logistics, Inc.",Grocery Stores business,Economic,Plant Layoff
2018,1/31/2018,"Banana Republic, LLC, a subsidiary of Gap Inc.",Retail,Relocation,Plant Unit Closing
2018,2/1/2018,"Harden Furniture, LLC",Furniture manufacturer,Economic,Plant Closing
2018,1/11/2018,"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc.","Media, information and services companies.",Relocation,Plant Closing
2018,2/1/2018,Fluor,Construction project management,Relocation,Plant Closing
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6411 Yonkers)",Retail,Economic,Plant Closing
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6357 Westbury)",Retail,Economic,Plant Closing
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6389 College Point)",Retail,Economic,Plant Closing
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6538 New York)",Retail,Economic,Plant Closing
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Toys R Us and Babies R Us (Store #6333 Queens)",Retail,Economic,Plant Closing
2018,1/25/2018,"EngenderHealth, Inc.",Family planning center,Relocation,Plant Closing
2018,11/2/2017,"Shake-N-Go Fashion, Inc. (Quality Control & Warehouse Operations)",Design and manufacture human and synthetic hair products.,Operations,Plant Unit Closure
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic,Plant Closing
2018,1/23/2018,Sterling National Bank,Financial Institution,Acquisition/Sale,Plant Layoff
2018,1/12/2018,St. Giles New York - The Court Hotel,Hotel services,Economic,Plant Closing
2018,1/22/2018,"Union Beer Distributors, LLC (Warehouse and Distribution Units)",Independent brewing company,Relocation,Plant Unit Closing
2018,9/27/2017,"Shiel Holdings, LLC (Shiel  Medical Laboratory (a division of Fresenius Medical Care, NA)",Medical Laboratory,Economic,Plant Closing
2018,1/22/2018,Sterling National Bank,Financial Institution,Acquisition/Sale,Plant Closing
2018,1/18/2018,Restaurant Associates (ABC Disney),Food Services,Contract Loss/End,Plant Closing
2018,1/19/2018,Liberty Coca-Cola Beverages,Soft drink bottling company,Economic,Plant Closing
2018,1/15/2018,"Sykes Enterprises, Incorporated (Amherst)",Customer contact management solutions and services,Economic,Plant Closing
2018,1/11/2018,"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc.","Media, information and services companies.",Relocation,Plant Closing
2018,1/22/2018,Jabil Inc.,Global manufacturing services company.,Economic,Plant Closing
2018,1/17/2018,Barrier Free Living,Transitional Housing program,Construction,Plant Closing
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic,Plant Closing
2018,1/11/2018,"Conduent Education Services, LLC",Education Services,Restructuring,Plant Closing
2018,1/12/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic,Plant Closing
2018,12/22/2017,"Black Lexington Group, LLC",UBS Financial Services Team,Economic,Plant Closing
2018,1/12/2018,"Osmose Utilities Services, Inc.","Delivers a variety of data and inspection, maintenance and repair services.",Relocation,Plant Closing
2018,1/11/2018,Sam's Club (#6526),Whole  retail store,Economic,Plant Closing
2018,1/11/2018,Sam's Club (#8178),Whole  retail store,Economic,Plant Closing
2018,1/11/2018,Sam's Club (#8179),Whole  retail store,Economic,Plant Closing
2018,1/11/2018,Sam's Club (#8171),Whole  retail store,Economic,Plant Closing
2018,1/9/2018,"ArroHealth, LLC",Research & investing information,Economic,Plant Layoff
2018,9/29/2017,Lindy's Restaurant (52nd 8th Operating Inc.),Restaurant,Economic,Plant Closing
2018,9/11/2017,"DynaServ Industries, Inc.",Specialized Services,Contract Loss/End,Plant Layoff
2018,1/9/2018,Sterling National Bank,Banking Services,Acquisition/Sale,Plant Closing
2018,1/4/2018,Sears Full Line Store (#02353),Retail Store,Economic,Plant Closing
2018,1/4/2018,Kmart Corporation (Store #7044),Retail,Economic,Plant Closing
2018,1/5/2018,First Data Remitco,Payment processing,Economic,Plant Closing
2018,1/4/2018,Sears Full Line Store (#01264),Retail Store,Economic,Plant Closing
2018,12/28/2017,"Blue Ridge Capital, L.L.C.",Real estate investment company,Economic,Plant Closing
2018,1/2/2018,"Homer Logistics, Inc.",Provides delivery service to local businesses and their customers,Economic,Plant Layoff
2018,1/2/2018,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic,Plant Layoff
2018,1/3/2018,"Dominican Sisters Family Health Service, Inc. dba ArchCare at Home",Providing home healthcare,Economic,Plant Closing
2018,1/2/2018,"G.A.F. Seelig, Inc.",Distributing fine food products,Acquisition/Sale,Plant Closing
2018,12/28/2017,ASM Research,Information solutions integrator and provider of innovative technology solutions,Contract Loss/End,Plant Closing
2018,12/29/2017,"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)",Warehousing/Distribution and after  s service,Economic,Plant Unit Closing
2018,9/27/2017,"Shiel Holdings, LLC (Shiel Medical Laboratory (a division of Fresenius Medical Care, NA)",Medical Laboratory,Economic,Plant Closing
2018,1/2/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic,Plant Closing
