year notice was documented,notice_date,company,business_type,dislocation,classification
2019,10/16/2019,"EmblemHealth Services Company, LLC",Health claims processing,Relocation,Plant Unit Closing
2019,10/15/2019,ER Select LLC at St. James Mercy Hospital,Professional Employer Organization,Operations,Plant Layoff
2019,6/28/2019,"DHR Restaurant Co. LLC, aka Rare Bar & Grill Murray Hill",Restaurant,Economic,Plant Closing
2019,9/23/2019,ACCO Brands USA LLC,Manufacturing operations,Operations,Plant Unit Closing
2019,10/16/2019,Barneys New York,Retail,Economic,Plant Closing
2019,9/20/2019,"PRWT Services, Inc.",Data Processing Services,Contract Loss/End,Plant Layoff
2019,10/2/2019,Home Box Office. Inc. (HBO Service Corp.),American premium channel,Merger,Plant Layoff
2019,10/8/2019,Port Morris Tile & Marble LP,Tile and terrazzo contactors,Economic,Plant Closing
2019,10/8/2019,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic,Plant Layoff
2019,8/6/2019,Transform KM LLC (Kmart Store 04726),Retail store,Economic,Plant Closing
2019,10/7/2019,"Somos Healthcare Providers, Inc.",Community care and advocate community provider,Contract Loss/End,Plant Closing
2019,10/3/2019,Eastman Kodak Company,Photographic equipment and Supplies,Economic,Plant Layoff
2019,10/8/2019,"CONMED Corporation and Buffalo Filter, LLC",Medical equipment manufacturer,Economic,Plant Layoff
2019,10/7/2019,"Bonobos, Inc., a subsidiary of Walmart, Inc.",An e-commerce-driven apparel subsidiary of Walmart headquartered in New York City that designs and sells men's clothing.,Operations,Plant Layoff
2019,8/21/2019,Library Bar (at Hudson Hotel),Bar in the Hudson Hotel,Economic,Plant Closing
2019,10/4/2019,"J & M Distributing Co., Inc. (Certo Brothers Distributing)",Beer and Ale Merchant Whole rs,Economic,Plant Closing
2019,10/3/2019,"RAROC, Inc. a subsidiary of Patina Restaurant Group, LLC",Restaurant and Entertainment,End of Lease,Plant Closing
2019,10/4/2019,"Taft Food Court, LLC - Restaurant Complex - Food Court (Pizza Hut, Nathan's and KFC) and Tad's Steaks Restaurants",Restaurants,Economic,Plant Closing
2019,10/4/2019,New York Health & Racquet Club,Health and fitness center,Economic,Plant Closing
2019,8/1/2019,New York Health & Racquet Club,Health and fitness center,Economic,Plant Closing
2019,10/3/2019,"Queens Medical Associates, P.C.",Hematology and medical oncology care for patients with cancer and blood disorders.,Economic,Plant Closing
2019,10/1/2019,"Bunge Management Services, Inc.",Regulation of agricultural marketing,Relocation,Plant Closing
2019,10/1/2019,Hotel Wales,Hotel,Economic,Plant Closing
2019,9/30/2019,"57th Street, LLC d/b/a Kingside & The Roof",Hotel,End of Lease,Plant Closing
2019,10/1/2019,"Isabella Visiting Care, Inc.",Licensed home care agency,Acquisition/Sale,Plant Closing
2019,10/1/2019,"BINS Holdings, LLC fka BASIS Independent Schools, LLC (Manhattan)","National network of PreK-12 private, secular schools",Acquisition/Sale,Plant Closing
2019,9/26/2019,AllianceBernstein L.P. (Phase 7),Providing investment management and research services,Relocation,Plant Layoff
2019,9/27/2019,"Merastar Insurance Company, a subsidiary of Kemper Corporation",Insurance,Economic,Plant Closing
2019,9/29/2019,"Lane Bryant, Inc.",Women's apparel,Economic,Plant Closing
2019,9/20/2019,"Crosstex International, Inc. (Cantel) Phase 2",Dental equipment distribution and manufacturing,Restructuring,Plant Layoff
2019,9/30/2019,Newsday LLC,Newspaper print and distribution,Economic,Plant Unit Closing
2019,10/1/2019,AEG Presents (operator of PlayStation Theater aka The Best Buy Theater),Broadway Theater,Operations,Plant Closing
2019,9/25/2019,Empire State Brewing Corp. d/b/a Heartland Brewery,Restaurant,Economic,Plant Closing
2019,10/1/2019,Edwards Vacuum LLC,Appliance Manufacturer,Relocation,Plant Unit Closing
2019,9/30/2019,"Warner Media, LLC (formerly Time Warner Inc.)",Media services,Merger,Plant Layoff
2019,9/23/2019,Concorde Medical Group PLLC,Home Health Care,Economic,Plant Closing
2019,9/23/2019,ACCO Brands USA LLC,Manufacturing operations,Operations,Plant Unit Closing
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs,  Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on  the Amtrak level of Penn Station)",Restaurants,End of Lease,Plant Closing
2019,9/20/2019,"Pet Partners, LLC",Animal hospital,Economic,Plant Closing
2019,9/18/2019,"General Parts Distribution, LLC d/b/a Carquest Auto Parts",Auto parts distribution,Economic,Plant Closing
2019,9/9/2019,Home Box Office. Inc. (HBO Service Corp.),"American premium channel owned by the Home Box Office, Inc.",Merger,Plant Layoff
2019,6/24/2019,American Technical Ceramics Corp,Manufacturer of capacitors,Economic,Plant Closing
2019,6/11/2019,"WestRock CP, LLC",American corrugated packaging company.,Economic,Plant Closing
2019,9/17/2019,Sure Winner Foods,Dairy Product (except Dried or Canned) merchant Whole rs,Other,Plant Closing
2019,9/15/2019,Briad Restaurant Group LLC dba Fridays,Restaurant,Economic,Plant Closing
2019,5/1/2019,"American Precision Industries, Inc.",Transmission Company,Economic,Plant Closing
2019,9/11/2019,"Premier Fixtures, LLC",Custom architectural woodwork & millwork manufacturing,Economic,Plant Closing
2019,9/9/2019,Catholic Guardian Services,Human services non-profit organization with programs that help a large needy population in the New York metropolitan area.,Operations,Plant Closing
2019,May,"Goldman, Sachs & Co. LLC",Global investment banking,Economic,Plant Layoff
2019,9/12/2019,IntraPac International LLC,Plastic Production Manufacturer,Relocation,Plant Closing
2019,9/10/2019,F.G.W.J. Food Corp.,Supermarket,Economic,Plant Closing
2019,9/6/2019,Deutsche Bank,Banking,Economic,Plant Layoff
2019,8/30/2019,Damiano Corp of South Sutphin dba McDonald's,Restaurant,Economic,Plant Closing
2019,8/15/2019,"Home Box Office, Inc.",American premium channel,Merger,Plant Layoff
2019,8/29/2019,IPT LLC dba Paylock,Provides unique parking management products and services,Contract Loss/End,Plant Layoff
2019,9/4/2019,Johnson and Hoffman LLC,Metal stamping service,Economic,Plant Closing
2019,9/4/2019,"WS Packaging Group, Inc.",Produce high-quality label and packaging products,Economic,Plant Closing
2019,8/21/2019,Library Bar (at Hudson Hotel),Bar in the Hudson Hotel,Economic,Plant Closing
2019,8/29/2019,Transform KM LLC (Kmart Unit #04034),Retail store,Economic,Plant Closing
2019,8/29/2019,Transform KM LLC (Kmart Unit #03415),Retail store,Economic,Plant Closing
2019,8/29/2019,Transform KM LLC (Kmart Unit #09414),Retail store,Economic,Plant Closing
2019,8/29/2019,Eastern Niagara Hospital,Hospital,Economic,Plant Closing
2019,8/23/2019,La Loggia LLC d/b/a Tarry Lodge Port Chester,Restaurant,Construction,Plant Closing
2019,8/27/2019,"MarineMax Services, Inc.",Recreational boat and yacht dealer,Construction,Plant Closing
2019,8/19/2019,Research Foundation of The City University of New York Mental Health Services Corps,Home care services,Transfer,Plant Closing
2019,8/19/2019,"Metropolitan Jewish Home Care, Inc. dba MJHS Home Care",Home care services,Economic,Plant Layoff
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease,Plant Closing
2019,8/16/2019,"Nestle USA, Inc. (and Nestle Dreyer's Ice Cream Company)",Packaged Foods,Relocation,Plant Closing
2019,8/15/2019,Transform KM LLC (Kmart Unit 04871),Retail store,Economic,Plant Closing
2019,8/16/2019,"RNN News, LLC (Verizon Corporate Services Group Inc.'s FIOS1 News network)",Provides news programming and support services for Verizon Corporate Services Group Inc.’s FiOSl News network,Contract Loss/End,Plant Closing
2019,8/1/2019,The Service Companies at Innside New York,Housekeeping Services,Operations,Plant Closing
2019,7/18/2019,Spruce & Bond (HBG employees),"Wax, Laser, Brows in a hi-tech studio",Economic,Plant Closing
2019,8/9/2019,PAE Field Offices Support Services (FOSS),Support and professional services focused on national security customers.,Contract Loss/End,Plant Closing
2019,8/1/2018,CenterLight Certified Home Health Agency (CHHA),Home Health Care,Acquisition/Sale,Plant Closing
2019,7/31/2019,Cayuga Operating Company LLC (Heorot Power),Power station,Economic,Plant Closing
2019,6/27/2019,Community Development Institute Head Start,Pre-School,Economic,Plant Closing
2019,7/29/2019,L3 Harris Technologies,A global defense technology leader,Economic,Plant Layoff
2019,4/18/2019,"Goldman, Sachs & Co. LLC",A global defense technology leader,Economic,Plant Layoff
2019,8/1/2019,New York Health & Racquet Club,Health and fitness center,Economic,Plant Closing
2019,7/16/2019,"Turner Broadcasting System, Inc.",Company research & investing information,Economic,Plant Layoff
2019,7/16/2019,The Kildonan School,School,Economic,Plant Closing
2019,7/29/2019,"Crystal Run Health Plan, LLC (Phase 2)",Health Plans,Economic,Plant Closing
2019,7/29/2019,Dean & DeLuca Inc.,Gourmet foods and fine food gifts,Economic,Plant Closing
2019,6/28/2019,Dean & DeLuca Inc.,Gourmet foods and fine food gifts,End of Lease,Plant Closing
2019,7/19/2019,Plated Fulfillment Center,Prepare and distribute meal kits,Relocation,Plant Closing
2019,6/27/2019,Community Development Institute Head Start (CDI HS),"The program provides early childhood education, nutrition, family education and services for children with disability/special needs, and supports families in attaining services in health, dental, disability, and mental health services.",Relocation,Plant Closing
2019,7/18/2019,DB USA Core Corporation (Deutsche Bank),"The program provides early childhood education, nutrition, family education and services for children with disability/special needs, and supports families in attaining services in health, dental, disability, and mental health services.",Relocation,Plant Layoff
2019,4/15/2019,CallVista LLC,Call center,Economic,Plant Closing
2019,4/15/2019,ClickSpark LLC,Internet marketing service,Economic,Plant Closing
2019,7/16/2019,Saks Fifth Avenue OFF 5th,Internet marketing service,Economic,Plant Closing
2019,7/11/2019,Transform SR LLC (Sears Full Line Store Unit 01624),Retail Store,Economic,Plant Closing
2019,7/10/2019,"Amneal Pharmaceuticals, LLC",Pharmaceutical company,Economic,Plant Closing
2019,6/3/2019,"Dry Cycle Brands, LLC dba FlyCleaners","Pickup, delivery, dry cleaning, and laundry services.",Economic,Plant Closing
2019,7/10/2019,Turner Broadcasting  s Inc.,Company research & investing information,Economic,Plant Layoff
2019,7/8/2019,Barclays Services Corp. (Chief Operating Office and Functions  teams),Company research & investing information,Economic,Plant Layoff
2019,7/10/2019,AllianceBernstein L.P. (Phase 6),Company research & investing information,Economic,Plant Layoff
2019,7/8/2019,"Deutsche Bank Securities  Inc., DB USA Core Corporation, and Deutsche Bank AG, New York Branch, and DB  USA Corp. (together, ""Deutsche Bank"")",Company research & investing information,Economic,Plant Unit Closing
2019,7/8/2019,Empire Paratransit Corp.,Transportation service provider,Contract Loss/End,Plant Closing
2019,7/1/2019,Columbia University (Early Head Start Program),Transportation service provider,Contract Loss/End,Plant Closing
2019,6/28/2019,Dean & DeLuca Inc.,Gourmet foods and fine food gifts,End of Lease,Plant Closing
2019,7/1/2019,"Advance Transit Co., Inc.",Provides transportation throughout the five boroughs of NYC for people with disabilities.,Contract Loss/End,Plant Closing
2019,6/28/2019,"Crosstex International, Inc. (Cantel)",Dental equipment distribution and manufacturing,Restructuring,Plant Layoff
2019,7/1/2019,JPMorgan Asset Management Holdings Inc. (JPMorgan Chase & Co.),Finance,Restructuring,Plant Layoff
2019,6/28/2019,LimeLife USA LLC d/b/a Limelife by Alcone,"Retails chemical-free, natural, organic skin care, professional makeup",Economic,Plant Closing
2019,6/28/2019,"Rare Chelsea Restaurant Group, LLC, aka Rare Bar & Grill Chelsea",Restaurant,Economic,Plant Closing
2019,6/28/2019,"DHR Restaurant Co. LLC, aka Rare Bar & Grill Murray Hill",Restaurant,Economic,Plant Closing
2019,Notices,"Warner Media, LLC (formerly Time Warner Inc.)",Media services,Merger,Plant Layoff
2019,6/18/2019,Banfi Products Corporation (Warehouse),Wine and Distilled Alcoholic Beverage Merchant Whole rs,Economic,Plant Closing
2019,6/20/2019,Four Seasons Restaurant,Restaurant,Economic,Plant Closing
2019,6/24/2019,American Technical Ceramics Corp,Manufacturer of capacitors,Economic,Plant Closing
2019,6/21/2019,"Ivy Enterprises, Inc.",Manufacturer of capacitors,Relocation,Plant Closing
2019,6/18/2019,"Kiss Products, Inc. (Warehouse)",Manufacturer of capacitors,Relocation,Plant Closing
2019,6/17/2019,"CONMED Corporation and Buffalo Filter, LLC",Medical equipment manufacturer,Economic,Plant Layoff
2019,1/22/2018,Jabil Inc.,Global manufacturing services company.,Economic,Plant Closing
2019,6/17/2019,"Home Health Services of WJCS, Inc.",Personal care aides and certified home health care aides,Other,Plant Layoff
2019,6/1/2019,"M. Slavin & Sons, Ltd.",Whole  distribution fresh fish,Economic,Plant Closin
2019,April,"Goldman, Sachs & Co. LLC",Global investment banking,Economic,Plant Layoff
2019,6/13/2019,WNY Logistics LLC,"Warehouse - Frozen, parishable, and non-parishable foods",Relocation,Plant Unit Closing
2019,6/12/2019,Hillside Children's Center (Hillside Family of Agencies),Provider of care for youth and families with a wide range of emotional and behavioral challenges.,Other,Plant Closing
2019,6/13/2019,"Amsterdam Printing & Litho, Inc. (Web Graphics)",Graphic Design Services,Economic,Plant Closing
2019,6/6/2019,AllianceBernstein L.P. (Phase 5),Providing investment management and research services,Relocation,Plant Layoff
2019,6/11/2019,"WestRock CP, LLC",American corrugated packaging company.,Economic,Plant Closing
2019,6/11/2019,"John Hassall, LLC.",Manufacturing custom designed metal parts & fasteners,Economic,Plant Closing
2019,6/3/2019,"Dry Cycle Brands, LLC dba FlyCleaners","Pickup, delivery, dry cleaning, and laundry services.",Economic,Plant Closing
2019,6/3/2019,Transform SR LLC (Full Line Store Unit 01733),Retail Store,Economic,Plant Closing
2019,6/5/2019,"Lucky Strike Entertainment, LLC","Large  entertainment center with bowling, a game room, live music & a modern  American gastropub.",Economic,Plant Closing
2019,6/5/2019,"Steiner Sports Memorabilia, Inc.",Autographed  sports collectibles from the greatest teams and the best athletes in sports.,Economic,Plant Closing
2019,5/31/2019,"Imperial Distributors, Inc. (at Stop and Shop stores in New York State)",Merchandising products in Grocery Stores,Contract Loss/End,Plant Closing
2019,6/3/2019,Briad Restaurant Group LLC d/b/a Fridays,Restaurant,Economic,Plant Closing
2019,5/31/2019,Newsday LLC,Newspaper print and distribution,Economic,Plant Unit Closing
2019,2/28/2019,Kuni's Corporation d/b/a Ikinari Steak,Restaurant,Economic,Plant Closing
2019,5/28/2019,Courtroom Television Network LLC ( WarnerMedia),Media services,Economic,Plant Layoff
2019,4/8/2019,"Crystal Run Health Plan, LLC",Health Plans,Economic,Plant Closing
2019,5/24/2019,Arcadia Group (USA) Limited at Topshop and Topman Stores –  SoHo Store,British  multinational men & woman fashion retailer,Economic,Possible Plant Closing
2019,5/20/2019,Eastman Kodak Company (Kodak Office) Remote Workers,Photographic equipment and Supplies,Economic,Plant Layoff
2019,5/21/2019,"Chelsea Park, LLC dba The Park",Restaurant,Economic,Plant Closing
2019,5/21/2019,"DBX, Inc., a subsidiary of The Dress Barn, Inc. and Ascena Retail Group, Inc",Clothing Store,Economic,Plant Closing
2019,5/21/2019,"Geritrex, LLC",Pharmaceutical preparations,Other,Plant Unit Closing
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease,Plant Closing
2019,2/26/2019,Empire State Mines,Underground zinc mine,Restructuring,Possible Plant Layoff
2019,April,"Goldman, Sachs & Co. LLC",Global investment banking,Economic,Plant Layoff
2019,5/13/2019,Quin Central Park Hotel,Hotel services,Operations,Plant Layoff
2019,5/14/2019,"Candle Cafe West, LLC",Vegan/Organic Restaurant,Other,Plant Closing
2019,4/30/2019,Ingersoll Rand,"Engine, Turbine and Power Transmission Manufacturing",Economic,Plant Closing
2019,5/6/2019,Eastman Kodak Company (Kodak Office) Remote Worker,Photographic equipment and Supplies,Economic,Plant Layoff
2019,3/4/2019,General Dynamics Information Technology,IT service management,Contract Loss/End,Possible Plant Closing
2019,3/29/2019,"Sodexo, Inc. (at Ithaca College)",Food Service Contractors,Contract Loss/End,Plant Closing
2019,2/5/2019,Concentrix CVG Corporation (Formerly Convergys Corporation),Inbound Call Center,Contract Loss/End,Plant Unit Closing
2019,5/1/2019,"American Precision Industries, Inc.",Transmission Company,Economic,Plant Unit Closing
2019,12/17/2018,Celmatix Inc. (Operations Office),Biotechnology company,Economic,Plant Closing
2019,12/17/2018,Celmatix Inc. (Operations Office),Biotechnology company,Economic,Plant Closing
2019,12/17/2018,Celmatix Inc. (Operations Office),Biotechnology company,Economic,Plant Closing
2019,5/1/2019,"HN Precision, DBA Nationwide Precision Products",Machining manufacturer,Economic,Plant Closing
2019,5/1/2019,Frontier Communications Corp.,Wired Telecommunications Carriers,Economic,Plant Unit Closing
2019,4/26/2019,Quin Central Park Hotel,Hotel services,Operations,Plant Layoff
2019,4/29/2019,NYSARC Inc.- Suffolk Inc. (AHRC Suffolk) at Shoreham ICF facility,Non-profit organization dedicated to applying professional and financial resources toward improving the lives of people.,Transfer,Plant Closing
2019,4/8/2019,The College of New Rochelle,College,Economic,Plant Closing
2019,4/23/2019,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic,Plant Layoff
2019,4/12/2019,"Sodexo, Inc. (at Westchester Medical Center)",Perform ES/Custodial Services,Contract Loss/End,Plant Closing
2019,4/19/2019,Anvil NY LLC dba Benchmarc Restaurants by Marc Murphy,Restaurant,Economic,Plant Closing
2019,4/19/2019,"Applebee's (TLC Central, LLC)",Restaurant,Economic,Plant Closing
2019,4/11/2019,"EZ Mailing Services, Inc.",Mailing Services,Other,Possible Plant Closing
2019,4/17/2019,"Association for Metroarea Autistic Children, Inc.",School for children with autism and special needs,Economic,Plant Closing
2019,4/18/2019,100 Resilient Cities (a sponsored project of Rockefeller Philanthropy Advisors),The Rockefeller Foundation launched 100 Resilient Cities to help cities around the world become more resilient to the challenges of the 21st century.,Economic,Plant Unit Closing
2019,4/15/2019,ClickSpark LLC,Internet marketing service,Economic,Plant Closing
2019,4/15/2019,CallVista LLC,Call center,Economic,Plant Closing
2019,4/15/2019,"Aramark Educational Services, LLC (at Barnard College & Java City)","Provides food service, facilities and uniform services to hospitals, universities, school districts, stadiums and other businesses.",Contract Loss/End,Plant Closing
2019,4/16/2019,Concentrix CVG Corporation (formerly Convergys Corporation),Inbound Call Center,Contract Loss/End,Plant Closing
2019,4/10/2019,Eastman Kodak Company (Kodak Research Labs),Photographic equipment and Supplies,Economic,Plant Layoff
2019,2/19/2019,"Goldman, Sachs & Co. LLC",Global investment banking,Economic,Plant Layoff
2019,4/8/2019,"Crystal Run Health Plan, LLC",Health Plans,Economic,Plant Closing
2019,4/9/2019,"Sizmek Technologies, Inc.",Advertising Agency,Economic,Possible Plant Closing
2019,4/1/2019,Transit Management of Dutchess County,Dutchess County Public Transit bus system operator,Contract Loss/End,Possible Plant Closing
2019,4/5/2019,AllianceBernstein L.P. (Phase 4),Providing investment management and research services,Relocation,Plant Layoff
2019,3/29/2019,Banfi Products Corporation,Wine and Distilled Alcoholic Beverage Merchant Whole rs,Economic,Plant Layoff
2019,4/5/2019,Banfi Products Corporation,Wine and Distilled Alcoholic Beverage Merchant Whole rs,Economic,Plant Layoff
2019,3/21/2019,ShipBob. Inc.,Affordable fulfillment center with many fulfillment warehouses,Relocation,Plant Closing
2019,4/3/2019,JCPenney Store #2756,Retail,Economic,Plant Closing
2019,4/1/2019,"Sodexo, Inc. (at Mohawk Valley Community College)",Food Service Contractor,Contract Loss/End,Plant Closing
2019,4/2/2019,"Irving Plaza (venue operated by Live Nation Worldwide, Inc.)",Ballroom-style music venue,Construction,Plant Closing
