year notice was documented,notice_date,company,business_type,dislocation,classification
2020,4/13/2020,"Strip House 44th Street, LLC dba Strip House - Midtown (44th)",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Strip House Restaurants, LLC dba Strip House - Downtown (12th)",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Perry Ellis International, Inc.","Designer, Distribution and Licensor of Apparel",COVID-19,Temporary Plant Layoff
2020,4/9/2020,"Cast & Crew Payroll, LLC",Payroll & HR Services,COVID-19,Temporary Plant Layoff
2020,4/2/2020,New Museum of Contemporary Art,Museum,COVID-19,Temporary Plant Layoff
2020,4/6/2020,Soho - Dumbo Inc.,Restaurant,COVID-19,Temporary Plant Closing
2020,4/6/2020,"Soho-Cecconis (Water Street), LLC",Restaurant,COVID-19,Temporary Plant Closing
2020,3/26/2020,"Suit Supply (USA), Inc.",Suit Retail,COVID-19,Temporary Plant Layoff
2020,3/26/2020,"Suit Supply (USA), Inc.",Suit Retail,COVID-19,Temporary Plant Layoff
2020,4/2/2020,"Unicell Body Company, Inc.",Fiberglass Manufacturing,COVID-19,Temporary Plant Layoff
2020,4/17/2020,TravelCenters of America,Travel Center,COVID-19,Temporary Plant Layoff
2020,4/15/2020,"MJ Mechanical Services, Inc.",Mechanical Contractor,COVID-19,Temporary Plant Layoff
2020,3/23/2020,Shults Auto Group,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/15/2020,Voxx International Corporation,Consumer Electronics Company,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Omega Moulding Company,Moulding Whole r,COVID-19,Temporary Plant Layoff
2020,4/1/2020,Barteca dba bartaco,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/10/2020,"Mid Rockland Imaging Partners, Inc.",Medical Imaging,COVID-19,Temporary Plant Layoff
2020,4/10/2020,"Mid Rockland Imaging Partners, Inc.",Medical Imaging,COVID-19,Temporary Plant Layoff
2020,3/16/2020,Lucky,Restaurant,COVID-19,Temporary Plant Layoff
2020,3/30/2020,Yeshivah of Flatbush,School,COVID-19,Temporary Plant  Closing
2020,3/16/2020,"88 Ninth Avenue Hospitality, LLC dba Catch Steak",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/20/2020,Patriot Electric Corp.,Electrical Contracting,COVID-19,Plant Layoff
2020,3/27/2020,Omni Berkshire Corporation dba Omni Berkshire Place Hotel,Hotel,COVID-19,Temporary Plant Closing
2020,3/19/2020,"The Bowery Hotel, LLC",Hotel,COVID-19,Temporary Plant Layoff
2020,3/16/2020,"Lexington Project Managers, LLC dba Lexington Brass",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Moose Goose Holding Inc. dba The Grey Dog,Restaurant,COVID-19,Temporary Plant Closing
2020,4/8/2020,Moose Goose Holding Inc. dba The Grey Dog,Restaurant,COVID-19,Temporary Plant Closing
2020,4/8/2020,Moose Goose Holding Inc. dba The Grey Dog,Restaurant,COVID-19,Temporary Plant Closing
2020,4/8/2020,Moose Goose Holding Inc. dba The Grey Dog,Restaurant,COVID-19,Temporary Plant Closing
2020,4/7/2020,Crestline Hotels & Resorts Hilton Garden Inn Islip/MacArthur Airport,Hotel,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Hotel Pennsylvania,Hotel,COVID-19,Temporary Plant Layoff
2020,3/29/2020,Major Food Group (MFG) 375 Park Food LLC,Restaurant,COVID-19,Temporary Plant Closing
2020,4/7/2020,Avianca,Airline,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Manhattan Luxury Automobiles, Inc.",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Lexus of Queens - Manhattan Luxury Automobiles, Inc.",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/14/2020,Building Maintenance Service LLC,Cleaning Services,COVID-19,Temporary Plant Layoff
2020,4/14/2020,Vornado Two Penn Plaza LLC,Realty,COVID-19,Temporary Plant Layoff
2020,4/14/2020,770 Broadway Company LLC,Realty,COVID-19,Temporary Plant Layoff
2020,4/14/2020,Broadway Park Fee LLC,Realty,COVID-19,Temporary Plant Layoff
2020,4/14/2020,Eleven Penn Plaza LLC,Realty,COVID-19,Temporary Plant Layoff
2020,4/14/2020,Ninety Park Property LLC,Realty,COVID-19,Temporary Plant Layoff
2020,4/14/2020,VNO 100 West 33rd Street LLC,Realty,COVID-19,Temporary Plant Layoff
2020,4/14/2020,888 Seventh Ave LLC,Realty,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Westchester Toyota Westchester Foreign Autos, Inc.",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/13/2020,Bay Ridge Chevrolet Inc.,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Toyota of Manhattan - Skyline Automobiles, Inc.",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Bay Ridge Nissan, Inc.",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Bay Ridge Foreign Autos, Inc.",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/6/2020,Heinrich Chevrolet Corp.,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Morton's of Chicago/Fifth Ave. dba Morton's - New York,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Hamburger Intermediary, LLC dba Bill's Bar & Burger - Rock Center NY",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"B.R. Guest Holdings, LLC dba Dos Caminos - Meatpacking NY",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"B.R. Guest Holdings, LLC dba Dos Caminos - Times Square",Restaurant,COVID-19,Temporary Layoff
2020,4/8/2020,"B.R. Guest Holdings, LLC dba Dos Caminos – Park Ave NY",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Bubba Gump Shrimp Co. Restaurants, Inc. dba Bubba Gump",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"B.R. Guest Holdings, LLC dba Blue Fin - New York",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"B.R. Guest Parent Holdings, LLC dba Bill's Bar & Burger - Downtown",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Fordham Toyota (Fordham Auto  s, LLC)",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"Bay Ridge Toyota (Bay Ridge Motor  s, Inc.)",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/8/2020,McCormick & Schmick Restaurant Corp. dba Mastro's Steakhouse - New York,Restaurant,COVID-19,Temporary Plant Layoff
2020,3/31/2020,"Macro Retailing LLC, dba Super Shoes",Shoe Store,COVID-19,Temporary Plant Layoff
2020,3/31/2020,Macro Retailing LLC dba Super Shoes,Shoe Store,COVID-19,Temporary Plant Layoff
2020,10/16/2019,Barneys New York,Retail,Economic,Plant Closing
2020,3/31/2020,Macro Retailing LLC dba Super Shoes,Shoe Store,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Miller's Ale House, Inc.",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Miller's Ale House, Inc.",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Miller's Ale House, Inc.",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Miller's Ale House, Inc.",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Miller's Ale House, Inc.",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/10/2020,Keeler Motor Car Company,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/9/2020,"Venture Forthe, Inc.",Home Health Care,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Venture Forthe, Inc.",Home Health Care,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Venture Forthe, Inc.",Home Health Care,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Venture Forthe, Inc.",Home Health Care,COVID-19,Temporary Plant Layoff
2020,3/19/2020,246 Spring Street NY LLC dba The Dominick,Hotel,COVID-19,Temporary Plant Layoff
2020,4/1/2020,Bonhams,Auction House,COVID-19,Temporary Plant Layoff
2020,3/29/2020,"Major Food Group (MFG) Ludlow Hotel Food & Beverage, LLC",Hotel,COVID-19,Temporary Plant Closing
2020,4/14/2020,Donaldsons Inc.,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/7/2020,Air Canada,Airline,COVID-19,Temporary Plant Layoff
2020,4/10/2020,Arista,Computer Networking,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Planet Hollywood (Broadway), LLC dba Planet Hollywood and dba Buca di Beppo",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,The Residence Inn Times Square,Hotel,COVID-19,Temporary Plant Closing
2020,4/8/2020,The Courtyard by Marriott Times Square,Hotel,COVID-19,Temporary Plant Closing
2020,4/8/2020,"Callanan Industries, Inc.",Concrete Supplier,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Fairfield Inn & Suites New York Manhattan/Financial District,Hotel,COVID-19,Temporary Plant Layoff
2020,4/10/2020,Juicerie LLC dba The Butcher's Daughter,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/10/2020,Juicerie 3 LLC dba The Butcher's Daughter,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/13/2020,Lehigh Cement Company LLC,Cement Plant,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Keith Titus Corporation,Transportation and Logistics,COVID-19,Temporary Plant Layoff
2020,4/14/2020,"Sharestates, Inc.",Investment Services,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Monroe County Automotive Services Inc.,Auto Shop,COVID-19,Temporary Plant Closing
2020,4/13/2020,Wonton Food Inc.,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/13/2020,Wonton Food Inc.,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/9/2020,VSP Global,Ophthalmologist/Optician,COVID-19,Temporary Plant Layoff
2020,4/9/2020,VSP Global,Ophthalmologist,COVID-19,Temporary Plant Layoff
2020,4/10/2020,Juicerie IV LLC dba The Butcher's Daughter,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/1/2020,"PrimeFlight Aviation Services, Inc.",Airport Services,COVID-19,Temporary Plant Layoff
2020,3/27/2020,A&M Administration LLC dba Charlotte Russe,Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M Administration LLC dba Charlotte Russe,Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M Administration LLC dba Charlotte Russe,Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M Administration LLC dba Charlotte Russe,Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M Administration LLC dba Charlotte Russe,Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M Administration LLC dba Charlotte Russe,Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M Administration LLC dba Charlotte Russe,Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M Administration LLC dba Charlotte Russe,Retail,COVID-19,Temporary Plant Closing
2020,3/31/2020,North American Dental Group,Dentist,COVID-19,Temporary Plant Layoff
2020,3/31/2020,North American Dental Group,Dentist,COVID-19,Temporary Plant Layoff
2020,3/31/2020,North American Dental Group,Dentist,COVID-19,Temporary Plant Layoff
2020,3/31/2020,North American Dental Group,Dentist,COVID-19,Temporary Plant Layoff
2020,3/27/2020,Paper Source,Paper Retailer,COVID-19,Temporary Plant Layoff
2020,3/27/2020,Paper Source,Paper Retailer,COVID-19,Temporary Plant Layoff
2020,3/27/2020,Paper Source,Paper Retailer,COVID-19,Temporary Plant Layoff
2020,3/29/2020,Major Food Group (MFG) - Parm Battery Park LLC,Restaurant,COVID-19,Temporary Plant Closing
2020,4/9/2020,"Slocum Dickson Medical Group, PLLC",Medical Facility,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Guitar Center Inc.,Musical Instrument  s,COVID-19,Temporary Plant Closing
2020,4/9/2020,"Allied New York Services, Inc.",Aviation consultant,COVID-19,Temporary Plant Layoff
2020,4/10/2020,Buca Restaurants. Inc. dba Buca di Beppo,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/10/2020,Townsend Leather Company,Leather Whole r,COVID-19,Temporary Plant Layoff
2020,4/10/2020,"Tiger Retail Coast, LLC dba Flying Tiger Copenhagen",Retail,COVID-19,Temporary Plant Layoff
2020,4/10/2020,"Tiger Retail Coast, LLC dba Flying Tiger Copenhagen",Retail,COVID-19,Temporary Plant Layoff
2020,4/10/2020,"Button, Inc.",Software Company,COVID-19,Temporary Plant Layoff
2020,3/30/2020,The Marlow Collective dba Diner,Restaurant,COVID-19,Temporary Plant Closing
2020,3/30/2020,The Marlow Collective dba Marlow & Sons,Restaurant,COVID-19,Temporary Plant Closing
2020,3/30/2020,"The Marlow Collective, 243 Dekalb Ave. Rest. Corp. dba Roman's",Restaurant,COVID-19,Temporary Plant Closing
2020,3/29/2020,Major Food Group (MFG)  Parm Upper West LLC,Restaurant,COVID-19,Temporary Plant Closing
2020,4/2/2020,Hassett Lincoln Merc  s Inc.,Auto Dealership,COVID-19,Plant Layoff
2020,3/30/2020,The Marlow Collective dba Achilles Heel,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/10/2020,"Tourneau, LLC",Retail,COVID-19,Temporary Plant Layoff
2020,4/3/2020,"Dolomite Products Co., Inc.",Asphalt Contractor,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Venture Forthe, Inc.",Home Health Care,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Venture Forthe, Inc.",Home Health Care,COVID-19,Temporary Plant Layoff
2020,4/10/2020,"Marriott Hotel Services, Inc. dba Long Island Marriott Hotel and Conference Center (Uniondale)",Hotel,COVID-19,Temporary Plant Closing
2020,3/29/2020,Major Food Group (MFG) Highline Restaurant LLC,Restaurant,COVID-19,Temporary Plant Closing
2020,3/22/2020,"OTG JFK T5 Venture, LLC",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/2/2020,New York Friendly's Restaurant -  Horseheads,Restaurant,COVID-19,Temporary Plant Closing
2020,4/3/2020,"Refresh Club, Inc. dba The Wing",Community Working Space,COVID-19,Temporary Plant Layoff
2020,3/3/2020,Olga Street Ltd. dba Lucky Strike,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/6/2020,Trump International Hotel & Tower Condominium dba,Hotel,COVID-19,Temporary Plant Layoff
2020,3/24/2020,The Mark Hotel,Hotel,COVID-19,Temporary Plant Closing
2020,3/30/2020,The Penn Club of New York,Hotel,COVID-19,Temporary Plant Closing
2020,4/3/2020,"TG 29 Hospitality, LLC dba Royalton Park Avenue",Restaurant,COVID-19,Temporary Plant Closing
2020,4/6/2020,"The August Aichhorn Center for Adolescent Residential Care, Inc. (2 Locations)",Adolescent Care,Economic,Plant Closing
2020,3/30/2020,1 Hotel Central Park,Hotel,COVID-19,Temporary Plant Closing
2020,4/6/2020,"Karla Otto, Inc.",Public relations,COVID-19,Temporary Plant Layoff
2020,3/27/2020,Residence Inn -  Courtyard by Marriott Central Park Hotel,Hotel,COVID-19,Temporary Plant Closing
2020,4/6/2020,"Nederlander Productions, Inc.",Theatre Company,COVID-19,Temporary Plant Layoff
2020,4/6/2020,Crafted Hospitality (3 NYC locations),Restaurant,COVID-19,Temporary Plant Closing
2020,4/6/2020,Crafted Hospitality,Restaurant,COVID-19,Temporary Plant Closing
2020,3/31/2020,Reading International dba Angelika Theatre,Movie Theater,COVID-19,Temporary Plant Closing
2020,4/8/2020,Michael Page International Inc.,Employment Agency,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Christopher's Restaurant Inc.,Hotel,COVID-19,Temporary Plant Closing
2020,4/3/2020,Weisman Enterprises LLC (4 locations),Accounting and Financial Services,Economic,Temporary Plant Closing
2020,4/3/2020,China Management LLC (2 locations),Restaurant,COVID-19,Temporary Plant Layoff
2020,3/31/2020,Village East and City Cinemas 123 Theatres (2 Locations),Movie Theater,COVID-19,Temporary Plant Closing
2020,3/30/2020,Wilbedone dba Stone Central (2 locations),Countertop  s,COVID-19,Temporary Plant Closing
2020,4/8/2020,Security Dodge Chrysler Jeep Ram,Car dealership,COVID-19,Temporary Plant Layoff
2020,3/29/2020,"Bufkin Enterprises, Ltd.",Custom fabricator of architectural metal,COVID-19,Temporary Plant Closing
2020,4/9/2020,Bayside CJ LLC,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Metro Chrysler Plymouth Inc. dba Star Chrysler Dodge Jeep Ram SRT Fiat,Auto dealership,COVID-19,Temporary Plant Closing
2020,4/6/2020,"Gabriel's Collision Long Island City, Inc. dba Gotham City Collision",Auto Body Shop,COVID-19,Temporary Plant Layoff
2020,4/6/2020,Gotham City Collision Corp.,Auto Body Shop,COVID-19,Temporary Plant Layoff
2020,4/7/2020,Crestline Hotels & Resorts dba Courtyard Syracuse Downtown at Armory Square and Residence Inn Syracuse Downtown,Hotel,COVID-19,Temporary Plant Layoff
2020,4/3/2020,"STAT Fire Sprinkler, Inc.",Fire Prevention/Sprinkler Services,COVID-19,Temporary Plant Layoff
2020,3/25/2020,Rai Rai Ken Corporation dba Rai Rai Ken,Restaurant,COVID-19,Temporary Plant Layoff
2020,3/25/2020,Lucky Riceburger Ltd. dba Curry-Ya,Restaurant,COVID-19,Temporary Plant Closing
2020,3/25/2020,Kuni's Corporation dba Ikinari Steak/Pepper Lunch (4 locations),Restaurant,COVID-19,Temporary Plant Layoff
2020,3/31/2020,TC Jeep Inc.,Auto  s,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Romeo Chevrolet Buick GMC,Auto  s,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Romeo Ford of Kingston,Auto  s,COVID-19,Temporary Plant Layoff
2020,4/3/2020,"Ro-Zap Enterprises, Inc. dba Carriage Traders",Auto  s,COVID-19,Temporary Plant Layoff
2020,4/1/2020,"DSM California, LLC and Foroz Associates, LLC  dba Holiday Inn",Hotel,COVID-19,Temporary Plant Layoff
2020,4/2/2020,AMETEK Rotron,Manufacturer,COVID-19,Temporary Plant Layoff
2020,4/7/2020,Rockaway Hunting Club,Hunting Club,COVID-19,Temporary Plant Layoff
2020,3/30/2020,In Good Company HG Inc.,Catering,COVID-19,Temporary Plant Closing
2020,4/3/2020,"Reliant Services Group, LLC dba Reliant Funding",Financial Institution,COVID-19,Temporary Plant Layoff
2020,4/3/2020,"Borenstein Caterers, Inc.",Catering,COVID-19,Temporary Plant Layoff
2020,3/27/2020,A&M (2015) LLC dba Mandee and Urban Plant,Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M (2015) LLC dba Mandee (10 Long Island locations),Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,A&M (2015) LLC dba Mandee,Retail,COVID-19,Temporary Plant Closing
2020,3/20/2020,"FBJ 74, LLC dba Coche Comedor Restaurant",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/20/2020,"Townline BBQ, LLC",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/20/2020,"What Do You Want To Eat, Inc. dba Rowdy Hall",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/7/2020,"Ide Volkswagen, Inc. dba Ide Volkswagen",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/3/2020,"Wilbur International, Inc.",Marketing,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Stellar Printing, Inc.",Commercial Printing,Acquisition/Sale,Temporary Plant Layoff
2020,4/7/2020,"Ide Pontiac, Inc. dba Ide Honda (3 locations)",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/7/2020,"125 W. 44 Restaurant Associates, LLC dba Hunt & Fish Club",Restaurant,COVID-19,Temporary Plant Closing
2020,4/6/2020,ClearVision Optical Company Inc.,Optical Retailer,COVID-19,Temporary Plant Layoff
2020,4/2/2020,KHRG Muse LLC dba The Muse Hotel,Hotel,COVID-19,Temporary Plant Layoff
2020,4/7/2020,NoHo Hospitality LLC,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/6/2020,Hunter Mountain Ski Bowl Inc.,Ski Resort,COVID-19,Temporary Plant Layoff
2020,4/3/2020,"W Services Group, LLC",Cleaning and Flooring,COVID-19,Temporary Plant Layoff
2020,3/19/2020,Spotted Dog Ventures LLC dba Emerson Resort & Spa,Hotel,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Fairview USA Inc.,Hydraulic Repair Service,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Hotel Indigo Lower East Side New York,Hotel,COVID-19,Temporary Plant Layoff
2020,3/25/2020,T.I.C. Akean Inc.,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/7/2020,"Milgo Industrial, Inc.",Iron Manufacturer,COVID-19,Temporary  Plant Closing
2020,4/2/2020,"The Johnny Rockets Group, Inc.",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/7/2020,"Cord Contracting Co., Inc.",Contracting,COVID-19,Temporary Plant Layoff
2020,4/9/2020,Breakaway Courier Corporation,Courier Service,COVID-19,Temporary Plant Layoff
2020,4/6/2020,InterContinental New York Barclay,Hotel,COVID-19,Temporary Plant Layoff
2020,4/7/2020,GAMMA North,Façade Manufacturing,COVID-19,Temporary Plant Layoff
2020,4/6/2020,Brooklyn Brewery Corporation,Manufacturing,COVID-19,Temporary Plant Closing
2020,4/3/2020,"H.F. Corwin & Son, Inc.",Duck Farming,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Morris Heights Health Center,Healthcare Center,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"ClassPass, Inc.",Online Fitness,COVID-19,Temporary Plant Layoff
2020,4/9/2020,Yelp Inc.,Online Recommendations,COVID-19,Temporary Plant  Layoff
2020,3/27/2020,"WeWork Companies, Inc.",Commercial real estate company,Economic,Plant Layoff
2020,4/7/2020,ECD NY Inc.,"Excavation, Pile Drilling, and Foundations",COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Westbury Manor Enterprises, Inc.",Restaurant,COVID-19,Temporary Plant Closing
2020,4/8/2020,Nobu 57 LLC dba Nobu New York Fifty Seven,Restaurant,COVID-19,Temporary Plant Closing
2020,4/8/2020,"Nobu 195 LLC, dba Nobu New York Downtown",Restaurant,COVID-19,Temporary Plant Closing
2020,3/31/2020,"Browns of Bellport, Inc.",Auto  s,COVID-19,Temporary Plant Layoff
2020,4/7/2020,Swimline Corporation dba Swimline,Pool Manufacturer,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Piping Rock Club,Country Club,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Tilcon NY Inc.,Building Materials Supplier,COVID-19,Temporary Plant Layoff
2020,4/3/2020,Tilcon NY Inc.,Building Materials Supplier,COVID-19,Temporary Plant Layoff
2020,4/7/2020,The Kimberly Hotel,Hotel,COVID-19,Temporary Plant Layoff
2020,4/3/2020,The Woman's Health Pavilion,Obstetrics and Gynecology,COVID-19,Temporary Plant Layoff
2020,4/3/2020,The Woman's Health Pavilion (2 Locations),Obstetrics and Gynecology,COVID-19,Temporary Plant Layoff
2020,4/3/2020,The Woman's Health Pavilion,Obstetrics and Gynecology,COVID-19,Temporary Plant Layoff
2020,4/3/2020,The Woman's Health Pavilion (2 Locations),Obstetrics and Gynecology,COVID-19,Temporary Plant Layoff
2020,3/31/2020,"Eastern Heating & Cooling, Inc.",Heating and Cooling,COVID-19,Temporary Plant Layoff
2020,3/31/2020,"Juniper Nyack Employment LLC, The Time Nyack",Restaurant,COVID-19,Temporary Plant Closing
2020,3/26/2020,Lazar Edible's LLC,Restaurant,COVID-19,Temporary Plant Layoff
2020,3/19/2020,"Fancee Limousine Service, Inc.",Limousine Service,COVID-19,Temporary Plant Layoff
2020,3/24/2020,"U Gym, LLC dba UFC Gym Club",Gym,COVID-19,Temporary Plant Layoff
2020,4/7/2020,"OrthopedicsNY, LLC",Orthopedics,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Guess?, Inc.",Retail,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Guess?, Inc.",Retail,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Guess?, Inc.",Retail,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Guess?, Inc.",Retail,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Guess?, Inc.",Retail,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"Guess?, Inc.",Retail,COVID-19,Temporary Plant Layoff
2020,3/25/2020,"Apple- Metro, Inc. Bed-Stuy Apple, LLC",Restaurant,COVID-19,Temporary Plant Closing
2020,3/31/2020,"Bacon & Bagels, LLC dba Quality Eats",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/31/2020,"Daily Provisions LLC, dba Daily Provisions",Restaurant,COVID-19,Temporary Plant Closing
2020,3/31/2020,"545 West 30th Street F & B Management, LLC dba Cedric's at the Shed",Restaurant,COVID-19,Temporary Plant Closing
2020,3/31/2020,"375 Amsterdam Avenue, LLC dba Daily Provisions",Restaurant,COVID-19,Temporary Plant Closing
2020,3/25/2020,Connolly's Pub and Restaurant,Restaurant,COVID-19,Temporary Plant Layoff
2020,3/23/2020,Verragio Ltd.,Jewelry  s,COVID-19,Temporary Plant Closing
2020,3/30/2020,132 W. 27th Street LLC,Restaurant,COVID-19,Temporary Plant Closing
2020,3/31/2020,"Peanut Butter & Kimchee, LLC dba Quality Eats",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/31/2020,"Off Cuts, LLC dba Quality Eats",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/31/2020,"French Onion Soup LLC, dba Quality Eats",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/20/2020,Pineapple Hospitality Company dba Staypineapple New York,Hotel,COVID-19,Temporary Plant Layoff
2020,3/25/2020,Cup of Nachos LLC dba OXOMOCO,Restaurant,COVID-19,Temporary Plant Closing
2020,4/3/2020,"Intent Global, Inc. dba Intent",Network Provider,COVID-19,Temporary Plant Layoff
2020,4/1/2020,Pain D'Avignon III LTD dba Pain D’Avignon Bakery,Bakery,COVID-19,Temporary Plant Layoff
2020,4/2/2020,Talbots,Retail,COVID-19,Temporary Plant Layoff
2020,4/2/2020,21' Club,Restaurant,COVID-19,Temporary Plant Closing
2020,3/31/2020,"OTG Management, LLC",Airport Restaurant,COVID-19,Temporary Plant Layoff
2020,4/3/2020,"Consolidated Bus Transit (CBT) Para Transit, Inc.",Bus Transit,Loss of Contract,Plant Layoff
2020,3/30/2020,63 W. 38th Street LLC,Restaurant,COVID-19,Temporary Plant Closing
2020,4/2/2020,Benihana New York Corp. dba Benihana New York,Restaurant,COVID-19,Temporary Plant Closing
2020,4/2/2020,Benihana New York Corp. Dba Benihana Manhasset,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/3/2020,"RDG Global, LLC",Clothing Manufacturer,COVID-19,Temporary Plant Layoff
2020,3/31/2020,Asia Five Eight LLC dba TAO Uptown,Restaurant,COVID-19,Temporary Plant Closing
2020,3/30/2020,Mayrich Foundation Company LLC,Excavating Contractor,COVID-19,Temporary Plant Layoff
2020,3/30/2020,SBG Construction Corp.,Excavating Contractor,COVID-19,Temporary Plant Layoff
2020,3/30/2020,Mayrich Equipment Corp.,Excavating Contractor,COVID-19,Temporary Plant Layoff
2020,3/30/2020,Mayrich Construction Corp.,Excavating Contractor,COVID-19,Temporary Plant Layoff
2020,3/19/2020,Gary Plastic Packaging Co./Viele Manufacturing Corp.,Plastic Manufacturing,COVID-19,Temporary Plant Layoff
2020,3/30/2020,"1661, Inc. dba GOAT and Flight Club New York, LLC",Footwear Retailer,COVID-19,Temporary Plant  Layoff
2020,3/26/2020,"KHRG 851 LLC and KHRG Employer LLC, dba Hotel Eventi",Hotel,COVID-19,Temporary Plant Closing
