year notice was documented,notice_date,company,business_type,dislocation,classification
2020,4/17/2020,BCRC LLC,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/17/2020,BC Williamsburg LLC,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/17/2020,Zaro's Family Bakery,Bakery,Relocation,Plant Closing
2020,4/17/2020,MBRP Restaurant Inc.,Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,Mirabi Inc. dba Down The Hatch,Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,442 Amsterdam Ave. Rest. Corp. dba The Gin Mill,Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,Third Ave. Restaurant Inc. dba Jake's Dilemma,Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,Macdougal Restaurant dba Off The Wagon,Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,"149 Second Ave. Rest., Inc. dba The 13th Step",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,"134 West 3rd Street Rest, Inc. dba 3 Sheets Saloon",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,168 Orchard Street Partners Inc. dba Hair of the Dog,Restaurant,COVID-19,Temporary Plant Closing
2020,3/17/2020,The Roger Smith Hotel,Hotel,COVID-19,Temporary Plant Layoff
2020,4/16/2020,Cathay Pacific Airways Ltd.,Airline Services,COVID-19,Plant Layoff
2020,4/16/2020,Cathay Pacific Airways Ltd.,Airport Services,COVID-19,Plant Layoff
2020,4/16/2020,Cathay Pacific Airways Ltd.,Airline Services,COVID-19,Plant Layoff
2020,3/23/2020,"Intercos America, Inc.",Cosmetic Manufacturing,COVID-19,Temporary Plant Closing
2020,3/23/2020,"Intercos America, Inc.",Cosmetic Manufacturer,COVID-19,Temporary Plant Closing
2020,4/18/2020,Apogee Events,Catering,COVID-19,Temporary Plant Closing
2020,3/18/2020,Lovin Oven Catering of Suffolk LLC,Catering,COVID-19,Temporary Plant Closing
2020,4/20/2020,American Steamship Company,Transportation,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"JC Broderick & Associates, Inc.",Environmental Consulting,COVID-19,Temporary Plant Layoff
2020,4/18/2020,Poughkeepsie Day School,School,COVID-19,Plant Closing
2020,3/24/2020,"Mid Rockland Imaging Partners, Inc.",Diagnostic Imaging Center,COVID-19,Temporary Plant Layoff
2020,4/16/2020,Allied Aviation Services Inc.,Airline Services,COVID-19,Temporary Plant Layoff
2020,4/20/2020,"Allied Aviation Service Company of New York, Inc.",Airline Services,COVID-19,Temporary Plant Layoff
2020,4/21/2020,Imagine Early Learning Centers,School,COVID-19,Temporary Plant Layoff
2020,3/24/2020,"Mid Rockland Imaging Partners, Inc.",Diagnostic Imaging Center,COVID-19,Temporary Plant Layoff
2020,3/24/2020,"Mid Rockland Imaging Partners, Inc.",Diagnostic Imaging Center,COVID-19,Temporary Plant Layoff
2020,4/16/2020,"CBLPath, Inc.",Medical Laboratory,COVID-19,Temporary Plant Layoff
2020,4/17/2020,"1650 Broadway Associates, Inc.",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/17/2020,Wolf Gotham LLC dba Wolfgang's Steakhouse,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/17/2020,"Wolf at Tribeca, Inc. dba Wolfgang's Steakhouse",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/17/2020,ZMF Restaurants LLC dba Wolfgang's Steakhouse,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/18/2020,1345 Leasehold LLC,Building Services,COVID-19,Temporary Plant Layoff
2020,4/18/2020,Plaza Cleaning Service Company II LP,Building Services,COVID-19,Temporary Plant Layoff
2020,4/18/2020,"Park Avenue Plaza Owner, LLC",Building Services,COVID-19,Temporary Plant Layoff
2020,3/25/2020,Forest Electric Corp.,Electric Company,COVID-19,Temporary Plant Layoff
2020,2/28/2020,"Swissport SA, LLC (JFK airport)","Provides ground, cargo and passenger services",Loss of Contract,Plant Layoff (Conditional)
2020,4/18/2020,Fisher Park Lane Owner LLC,Building Services,COVID-19,Temporary Plant Layoff
2020,4/18/2020,Fisher Brothers Financial & Development Co.,Building Services,COVID-19,Temporary Plant Layoff
2020,4/18/2020,Fisher Brothers Management Co. LLC,Building Services,COVID-19,Temporary Plant Layoff
2020,4/18/2020,1345 Cleaning Service Company II LP,Building Services,COVID-19,Temporary Plant Layoff
2020,4/18/2020,605 Third Avenue Fee LLC,Building Services,COVID-19,Temporary Plant Layoff
2020,4/18/2020,605 Cleaning Service Company II LP,Building Services,COVID-19,Temporary Plant Layoff
2020,4/18/2020,299 Cleaning Service Company II LP,Building Services,COVID-19,Temporary Plant Layoff
2020,2/12/2020,Steuben Trust Company,Bank,Acquisition/Sale ,Plant Layoff
2020,4/17/2020,"PQ New York, Inc. dba Le Pain Quotidien",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,Le Pain Quotidien-HQ,Restaurant,COVID-19,Temporary Plant Closing
2020,3/16/2020,Broome Street Food and Drink LLC,Restaurant,COVID-19,Temporary Plant Layoff
2020,3/16/2020,"Black Tap Midtown, LLC aka Black Tap Craft Burgers & Beer",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/16/2020,"Hotel 35, LLC aka Black Craft Burgers & Beer",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/30/2020,New York Cinema Investments LLC dba Cinepolis,Movie Theatre,COVID-19,Temporary Plant Layoff
2020,4/17/2020,"126 PQ Union Square, Inc.",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,"131 PQ 53rd Street, Inc.",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,"133 PQ 6th Ave, Inc.",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,"116 PQ Central Park, Inc.",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,"114 PQ Bakery, LLC",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,"33rd Street Bakery, Inc.",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,"121 PQ New York, Inc.",Restaurant,COVID-19,Temporary Plant Closing
2020,3/31/2020,Pierre Rougier PR Consulting Inc.,PR Consulting,COVID-19,Plant Layoff
2020,1/3/2020,Catholic Guardian Services,Human services non-profit organization sponsored by the Catholic Charities of the Archdiocese of New York with programs that help a large needy population in the New York metropolitan area.,Economic,Plant Closing
2020,3/25/2020,"85th & 3rd LLC (Pizza Loves Emily Holdings, LLC)",Restaurant,COVID-19,Temporary Plant Closing
2020,4/17/2020,The Ribbon Worldwide LLC,Theater,COVID-19,Temporary Plant Layoff
2020,4/17/2020,The Ribbon Worldwide 44 LLC,Theater,COVID-19,Temporary Plant Layoff
2020,4/16/2020,"Omega Research and Development Technology, LLC",Whole  Distribution,COVID-19,Temporary Plant Layoff
2020,4/16/2020,MUJI U.S.A.,Retail,COVID-19,Temporary Plant Closing
2020,4/15/2020,"NYC & Company, Inc.",Travel and Tourism,COVID-19,Temporary Plant Layoff
2020,4/16/2020,Zara USA,Clothing Retail,COVID-19,Temporary Plant Closing
2020,4/16/2020,Zara USA,Clothing Retail,COVID-19,Temporary Plant Closing
2020,4/16/2020,Zara USA,Clothing Retail,COVID-19,Temporary Plant Closing
2020,4/16/2020,Zara USA,Clothing Retail,COVID-19,Temporary Plant Closing
2020,4/16/2020,Zara USA,Clothing Retail,COVID-19,Temporary Plant Closing
2020,3/27/2020,American Management Association International (NYC),Consulting Group,COVID-19,Temporary Plant Layoff
2020,3/27/2020,American Management Association International (Saranac Lake),Consulting Group,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Del Frisco's Grille of New York LLC dba Del Frisco's Grille - New York,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Del Frisco's of New York LLC dba Del Frisco's - New York,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/8/2020,Morton's of Chicago/Fifth Ave. dba Morton's - New York,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/13/2020,Stoler of Westbury dba Westbury Toyota,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/7/2020,ADI of NY LLC,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/7/2020,Eagle Auto Mall Corp.,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/7/2020,"Eagle Auto Mall  s, Inc. dba Eagle Chevrolet",Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/13/2020,"ICR, Inc.","Communication, Public Relations",COVID-19,Temporary Plant Layoff
2020,4/14/2020,"SUNation Solar Systems, Inc.",Solar Energy Equipment,COVID-19,Temporary Plant Layoff
2020,4/8/2020,"Houlihan's Farmingdale, LLC dba Houlihan's – Farmingdale",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/13/2020,Palm New York Downtown LLC dba The Palm - New York (Tribeca),Restaurant,COVID-19,Temporary Plant Layoff
2020,4/13/2020,Palm West Corporation dba The Palm - West NY,Restaurant,COVID-19,Temporary Plant Layoff
2020,4/14/2020,Fortune Media,Media Company,COVID-19,Plant Layoff
2020,3/17/2020,"Bella Coppia, LLC dba Nick & Toni's Restaurant",Restaurant,COVID-19,Temporary Plant Layoff
2020,3/31/2020,"J.M. Haley, Corporation",Sheet Metal Contractor,COVID-19,Temporary Plant Layoff
2020,3/20/2020,The Argyle Group LLC,Executive Events Company,COVID-19,Temporary Plant Layoff
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,4/10/2020,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",Retail clothing store,COVID-19,Temporary Plant Closing
2020,2/27/2020,Maplebear Inc. dba Instacart (in-store operations across Fairway Market stores),Same-day grocery delivery and pick-up service,Operations,Plant Closing
2020,3/31/2020,The Goodyear Tire & Rubber Company,Manufacturer,COVID-19,Temporary Plant Closing
2020,3/24/2020,"Soho House New York, LLC",Hotel,COVID-19,Temporary Plant Layoff
2020,3/24/2020,"Soho House New York, Inc.",Hotel,COVID-19,Temporary Plant Closing
2020,3/24/2020,"Soho Ludlow Tenant, Inc.",Hotel,COVID-19,Temporary Plant Closing
2020,4/3/2020,Soho-Works 55 Water Inc.,Restaurant,COVID-19,Temporary Plant Closing
2020,4/2/2020,"Altamarea Group, LLC",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/6/2020,"StructureTech New York, Inc.",General Contractor,COVID-19,Temporary Plant Closing
2020,4/7/2020,Stoler of Queens Inc. dba Silver Star Motors,Auto Dealership,COVID-19,Temporary Plant Layoff
2020,4/14/2020,ALM Media LLC,Media Company,COVID-19,Temporary Plant Layoff
2020,4/15/2020,Letgo Group B.V.,Internet Retail,Economic,Plant Closing
2020,4/15/2020,"Hearth Restaurant Investors, LLC",Restaurant,COVID-19,Temporary Plant Layoff
2020,4/15/2020,"Brodofication, LLC",Broth Shop,COVID-19,Temporary Plant Layoff
