year notice was documented,notice_date,company,business_type,dislocation,classification
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),School  Bus Transportation,Economic,Plant Closing
2015,4/27/2015,Eastman Kodak Company (Kodak  Office),Financial Consultants,Economic,Plant Unit Closing
2015,4/21/2015,Eastman Kodak Company (Kodak  Office),Visiting Nurse Service,Economic,Plant Layoff
2015,4/23/2015,Eastman Kodak Company (Kodak  Office),Developing and Manufacturing - Clean Energy Systems,Economic,Plant Layoff
2015,4/21/2015,Eastman Kodak Company (Kodak  Office),Visiting Nurse Service,Economic,Plant Layoff
2015,4/16/2015,Eastman Kodak Company (Kodak  Office),Cheese Plant - cut and wrap,Economic,Plant Closing
2015,4/9/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,4/22/2015,Eastman Kodak Company (Kodak  Office),Early Childhood Education,Economic,Plant Closing
2015,4/14/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic,Plant Layoff
2015,4/17/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic,Plant Closing
2015,10/31/2014,Eastman Kodak Company (Kodak  Office),Beverage Distributor,Merger,Plant Closing
2015,4/16/2015,Eastman Kodak Company (Kodak  Office),Food products,Economic,Plant Closing
2015,4/16/2015,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic,Plant Closing
2015,1/28/2015,Eastman Kodak Company (Kodak  Office),Recycling Facility,Relocation,Plant Closing
2015,4/16/2015,Eastman Kodak Company (Kodak  Office),Cheese Plant - cut and wrap,Economic,Plant Closing
2015,4/13/2015,Eastman Kodak Company (Kodak  Office),High School,Economic,Plant Closing
2015,4/13/2015,Eastman Kodak Company (Kodak  Office),Sports arena,Construction,Plant Closing
2015,4/9/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End,Plant Closing
2015,4/8/2015,Eastman Kodak Company (Kodak  Office),Food Services,Contract Loss/End,Plant Closing
2015,4/10/2015,Eastman Kodak Company (Kodak  Office),Bakery,Relocation,Plant Closing
2015,4/9/2015,Eastman Kodak Company (Kodak  Office),Brokerage and Clearing services,Economic,"Plant 
Unit
 Closing"
2015,9/5/2014,Eastman Kodak Company (Kodak  Office),Commercial Packaging Operations-Pharmaceuticals,Relocation,Plant Layoff
2015,4/9/2015,Eastman Kodak Company (Kodak  Office),Brokerage and Clearing services,Economic,Plant Closing
2015,4/6/2015,Eastman Kodak Company (Kodak  Office),Subscription Television Services,Restructuring,Plant Layoff
2015,4/7/2015,Eastman Kodak Company (Kodak  Office),Retail Store and Auto Center,Economic,Plant Closing
2015,9/25/2014,Eastman Kodak Company (Kodak  Office),Custom Polyurethane Products,Economic,Plant Closing
2015,3/30/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic,Plant Layoff
2015,3/31/2015,Eastman Kodak Company (Kodak  Office),Skilled Nursing Facility,Acquisition/Sale,Plant Closing
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations,Plant Closing
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations,Plant Closing
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),School  Bus Transportation,Economic,Plant Closing
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations,Plant Closing
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Men's Shelter,Operations,Plant Layoff
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Health Center - Long Term Care Unit,Acquisition/Sale,Plant Unit Closing
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations,Plant Closing
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations,Plant Closing
2015,9/5/2014,Eastman Kodak Company (Kodak  Office),Commercial Packaging Operations-Pharmaceuticals,Relocation,Plant Layoff
2015,3/25/2013,Eastman Kodak Company (Kodak  Office),Medical Center,Economic,Plant Closing
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Decorative Fabric Designers,Relocation,Plant Layoff
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic,Plant Unit Closing
2015,3/30/2015,Eastman Kodak Company (Kodak  Office),Educational Support Services,Contract Loss/End,Plant Layoff
2015,3/24/2015,Eastman Kodak Company (Kodak  Office),Homeless shelter facility,Contract Loss/End,Plant Closing
2015,3/9/2015,Eastman Kodak Company (Kodak  Office),Security Guard Services for RUMC,Restructuring,Plant Layoff
2015,3/31/2015,Eastman Kodak Company (Kodak  Office),Bible society,Relocation,Plant Closing
2015,3/31/2015,Eastman Kodak Company (Kodak  Office),Institutional pharmacy that provides medications to residents of skilled nursing facilities.,Acquisition/Sale,Plant Closing
2015,8/19/2013,Eastman Kodak Company (Kodak  Office),Manufacturer of steam specialty & fluid control  devices,Economic,Plant Layoff
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),"Supplier of passenger, security and ground services  for Etihad",Contract Loss/End,Possible Plant Closing
2015,3/25/2015,Eastman Kodak Company (Kodak  Office),Food Services,Contract Loss/End,Plant Closing
2015,3/27/2015,Eastman Kodak Company (Kodak  Office),Transportation  Services,Contract Loss/End,Plant Closing
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End,Plant Closing
2015,3/11/2015,Eastman Kodak Company (Kodak  Office),Subscription Television Services,Restructuring,Plant Layoff
2015,3/25/2015,Eastman Kodak Company (Kodak  Office),Transportation services,Economic,Plant Closing
2015,3/24/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic,Plant Layoff
2015,3/27/2015,Eastman Kodak Company (Kodak  Office),School,Economic,Plant Closing
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),Transportation services,Contract Loss/End,Plant Closing
2015,3/26/2015,Eastman Kodak Company (Kodak  Office),Transportation services,Contract Loss/End,Plant Closing
2015,3/27/2015,Eastman Kodak Company (Kodak  Office),Chase Mortgage Banking,Economic,Plant Closing
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic,Plant Layoff
2015,3/20/2015,Eastman Kodak Company (Kodak  Office),Warehouse – Performance Parts Group,Relocation,Plant Closing
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End,Plant Closing
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Transportation,Contract Loss/End,Plant Closing
2015,3/20/2015,Eastman Kodak Company (Kodak  Office),Social Services Organization,Economic,Plant Closing
2015,3/9/2015,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic,Plant Closing
2015,3/19/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,3/23/2015,Eastman Kodak Company (Kodak  Office),Nursing Services,Economic,Plant Closing
2015,3/20/2014,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic,Plant Closing
2015,3/11/2015,Eastman Kodak Company (Kodak  Office),Subscription Television Services,Restructuring,Plant Layoff
2015,3/18/2015,Eastman Kodak Company (Kodak  Office),Home Health Care Services,Acquisition/Sale,Plant Closing
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Investment advisors,Acquisition/Sale,Plant Closing
2015,3/11/2015,Eastman Kodak Company (Kodak  Office),Subscription Television Services,Restructuring,Plant Layoff
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Investment advisors,Acquisition/Sale,Plant Closing
2015,3/14/2015,Eastman Kodak Company (Kodak  Office),"Cable & Satellite Television, Telecommunications  Services",Economic,Plant Closing
2015,3/17/2015,Eastman Kodak Company (Kodak  Office),Pharmaceutical Manufacturing,Economic,Plant Closing
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic,Plant Closing
2015,2/27/2015,Eastman Kodak Company (Kodak  Office),Hotel,Acquisition/Sale,Plant Closing
2015,3/12/2015,Eastman Kodak Company (Kodak  Office),Metal Forming - Engineering and Manufacturing division,Economic,Plant Layoff
2015,3/13/2015,Eastman Kodak Company (Kodak  Office),Warehouse,Acquisition/Sale,Plant Closing
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic,Plant Layoff
2015,3/9/2015,Eastman Kodak Company (Kodak  Office),Security Guard Services for RUMC,Restructuring,Plant Layoff
2015,11/11/2014,Eastman Kodak Company (Kodak  Office),Air conditioning manufacturing,Economic,Plant Closing
2015,9/5/2014,Eastman Kodak Company (Kodak  Office),Commercial Packaging Operations-Pharmaceuticals,Relocation,Plant Layoff
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,3/4/2015,Eastman Kodak Company (Kodak  Office),Airline cabin and baggage handling services,Contract Loss/End,Plant Unit Closing
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Private Collection Agency,Contract Loss/End,Plant Layoff
2015,3/6/2015,Eastman Kodak Company (Kodak  Office),Computer and software products,Economic,Plant Closing
2015,2/25/2015,Eastman Kodak Company (Kodak  Office),Administrative Offices,Economic,Plant Closing
2015,3/4/2015,Eastman Kodak Company (Kodak  Office),Supplier of mechanical pipe supplies and general  machining,Economic,Plant Layoff
2015,3/5/2015,Eastman Kodak Company (Kodak  Office),Drug Rehabilitation,Economic,Plant Closing
2015,3/3/2015,Eastman Kodak Company (Kodak  Office),Airline cabin services,Contract Loss/End,Plant Unit Closing
2015,10/6/2014,Eastman Kodak Company (Kodak  Office),Substance Abuse Treatment,Acquisition/Sale,Plant Closing
2015,2/27/2015,Eastman Kodak Company (Kodak  Office),Hotel,Acquisition/Sale,Plant Closing
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations,Plant Closing
2015,2/27/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic,Plant Closing
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations,Plant Closing
2015,3/2/2015,Eastman Kodak Company (Kodak  Office),Marketing Consulting Services,Other,Plant Unit Closing
2015,12/9/2014,Eastman Kodak Company (Kodak  Office),Electronics warehouse,Operations,Plant Unit Closing
2015,2/26/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,2/26/2015,Eastman Kodak Company (Kodak  Office),Hotel,Economic,Plant Closing
2015,2/23/2015,Eastman Kodak Company (Kodak  Office),Health and Human Services,Restructuring,Plant Closing
2015,2/25/2015,Eastman Kodak Company (Kodak  Office),Administrative Offices,Economic,Plant Closing
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Retail Store and Auto Center,Economic,Plant Closing
2015,2/18/2015,Eastman Kodak Company (Kodak  Office),Home Care Services,Contract Loss/End,Plant Closing
2015,2/19/2015,Eastman Kodak Company (Kodak  Office),Financial,Acquisition/Sale,Plant Closing
2015,2/18/2015,Eastman Kodak Company (Kodak  Office),Counseling Center,Economic,Plant Unit Closing
2015,2/17/2015,Eastman Kodak Company (Kodak  Office),Real Estate,Economic,Plant Layoff
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Product  Rebuild Center,Economic,Plant Closing
2015,2/12/2015,Eastman Kodak Company (Kodak  Office),Financial,Economic,Plant Layoff
2015,12/30/2014,Eastman Kodak Company (Kodak  Office),Camera Service and repair,Economic,Plant Closing
2015,2/12/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,10/31/2014,Eastman Kodak Company (Kodak  Office),Beverage Distributor,Merger,Plant Closing
2015,7/28/2014,Eastman Kodak Company (Kodak  Office),Residential  facility,Acquisition/Sale,Plant Closing
2015,2/12/2015,Eastman Kodak Company (Kodak  Office),"Web Site Design & Services, Computer System  Designers & Consultants",Economic,Plant Closing
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Designer Clothing,Restructuring,Plant Closing
2015,3/20/2014,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic,Plant Closing
2015,12/30/2014,Eastman Kodak Company (Kodak  Office),Camera Service and repair,Economic,Plant Closing
2015,1/26/2015,Eastman Kodak Company (Kodak  Office),Building Contractors,Economic,Plant Layoff
2015,2/6/2015,Eastman Kodak Company (Kodak  Office),Home Support Services,Acquisition/Sale,Plant Closing
2015,2/5/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Transportation,Economic,Plant Layoff
2015,9/5/2014,Eastman Kodak Company (Kodak  Office),Commercial Packaging Operations-Pharmaceuticals,Relocation,Plant Layoff
2015,2/2/2015,Eastman Kodak Company (Kodak  Office),Designer Clothing,Restructuring,Plant Closing
2015,10/31/2014,Eastman Kodak Company (Kodak  Office),Beverage Distributor,Merger,Plant Closing
2015,8/19/2013,Eastman Kodak Company (Kodak  Office),Manufacturer of steam specialty & fluid control  devices,Economic,Plant Layoff
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,2/4/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals,Economic,Plant Closing
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Apparel (business operations),Economic,Plant Closing
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Marketing Consulting Services,Other,Plant Unit Closing
2015,3/20/2014,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic,Plant Closing
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Manufacturing plant,Economic,Plant Closing
2015,1/27/2015,Eastman Kodak Company (Kodak  Office),Hospital,Economic,Plant Layoff
2015,1/30/2015,Eastman Kodak Company (Kodak  Office),Janitorial Services,Restructuring,Plant Unit Closing
2015,2/3/2015,Eastman Kodak Company (Kodak  Office),Computer Systems Analysis and Design,Acquisition/Sale,Plant Layoff
2015,1/15/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,1/23/2015,Eastman Kodak Company (Kodak  Office),Internet Service Providers,Economic,Plant Layoff
2015,1/28/2015,Eastman Kodak Company (Kodak  Office),Recycling Facility,Economic,Plant Closing
2015,1/28/2015,Eastman Kodak Company (Kodak  Office),Publishing,Economic,Plant Layoff
2015,1/27/2015,Eastman Kodak Company (Kodak  Office),Hospital,Economic,Plant Layoff
2015,1/20/2015,Eastman Kodak Company (Kodak  Office),Medicaid and Medicare Service Contracts,Contract Loss/End,Plant Layoff
2015,1/22/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic,Plant Layoff
2015,1/23/2015,Eastman Kodak Company (Kodak  Office),Armored car service,Operations,Plant Closing
2015,1/20/2015,Eastman Kodak Company (Kodak  Office),Health and Human Services,Restructuring,Plant Layoff
2015,1/13/2015,Eastman Kodak Company (Kodak  Office),Life Insurance,Relocation,Plant Layoff
2015,1/21/2015,Eastman Kodak Company (Kodak  Office),University  Newspaper,Economic,Plant Closing
2015,9/18/2014,Eastman Kodak Company (Kodak  Office),Residential Treatment Facility,Economic,Plant Closing
2015,1/15/2015,Eastman Kodak Company (Kodak  Office),"Provide all detention, processing, transportation,  kitchen, laundry, warehouse and commissary services at the Buffalo Federal  Detention Facility.",Contract Loss/End,Plant  Closing
2015,9/5/2014,Eastman Kodak Company (Kodak  Office),Commercial Packaging Operations-Pharmaceuticals,Relocation,Plant Layoff
2015,1/21/2015,Eastman Kodak Company (Kodak  Office),Organic Food Products Manufacturing,Economic,Plant Layoff
2015,1/20/2015,Eastman Kodak Company (Kodak  Office),Grocery Store,Economic,Plant Closing
2015,1/15/2015,Eastman Kodak Company (Kodak  Office),Pharmaceutical Products,Restructuring,Plant Layoff
2015,10/14/2014,Eastman Kodak Company (Kodak  Office),"Financial Investment Firm - Technology,  Operations and Functions groups",Transfer,Plant Closing
2015,7/28/2014,Eastman Kodak Company (Kodak  Office),Residential  facility,Economic,Plant Closing
2015,10/6/2014,Eastman Kodak Company (Kodak  Office),Substance Abuse Treatment,Acquisition/Sale,Plant Closing
2015,9/25/2014,Eastman Kodak Company (Kodak  Office),Custom Polyurethane Products,Economic,Plant Closing
2015,1/12/2015,Eastman Kodak Company (Kodak  Office),Parbake facility for baked goods,Economic,Plant Closing
2015,1/13/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,1/5/2015,Eastman Kodak Company (Kodak  Office),Restaurant,Construction,Plant Closing
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Bakery - production,Economic,Plant Closing
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Photographic equipment and supplies,Economic,Plant Layoff
2015,3/25/2013,Eastman Kodak Company (Kodak  Office),Medical Center,Economic,Plant Closing
2015,1/8/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic,Plant Closing
2015,1/8/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic,Plant Closing
2015,1/7/2015,Eastman Kodak Company (Kodak  Office),Customer Service Operation,Operations,Plant Layoff
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Health Center - Long Term Care Unit,Economic,Plant Unit Closing
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Pharmaceuticals production,Economic,Plant  Layoff
2015,1/6/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic,Plant Closing
2015,8/18/2014,Eastman Kodak Company (Kodak  Office),Photographic & Photocopying Equipment Mfg.,Economic,Plant Layoff
2015,10/27/2014,Eastman Kodak Company (Kodak  Office),Preschool,Economic,Plant Closing
2015,1/2/2015,Eastman Kodak Company (Kodak  Office),Retail Store,Economic,Plant Closing
2015,1/5/2015,Eastman Kodak Company (Kodak  Office),Women's clothing store,Economic,Plant Closing
2015,10/2/2014,Eastman Kodak Company (Kodak  Office),Advertising tracking firm,Relocation,Plant Closing
